registro_id,lote_id,finca_id,fecha_registro,tecnico_id,vecino_fumigo_reciente,dias_desde_fumigacion_vecina,despulpadora_compartida,sacos_reutilizados,secado_patio_compartido,transporte_compartido,herramientas_compartidas_flag,lavado_equipo_flag,capacitacion_bpa_flag,lat_gps,lon_gps,origen_captura,practicas_riesgo_conteo,equipo_compartido_sin_lavar,fumigacion_declarada,fumigacion_desconocida
RC0002344,L002344,F0025,2025-06-20,TEC09,Si,18,1,1,1,1,1,1,0,-6.232133,-77.955978,formulario_campo,4,0,1,0
RC0002345,L002345,F0064,2026-05-09,TEC07,No_se_sabe,-1,0,0,0,1,1,1,1,-6.274469,-77.803441,formulario_campo,1,0,0,1
RC0002346,L002346,F0047,2026-05-14,TEC11,Si,32,1,1,0,0,1,1,0,-6.187991,-77.79816,dashboard_acopio,2,0,1,0
RC0002347,L002347,F0085,2025-08-23,TEC11,No,-1,1,0,1,1,1,0,0,-6.275766,-77.85401,cola_kafka,3,1,0,0
RC0002348,L002348,F0027,2026-06-07,TEC10,Si,16,0,0,0,1,1,1,0,-6.278688,-77.793636,formulario_campo,1,0,1,0
RC0002349,L002349,F0081,2026-06-12,TEC03,No,-1,1,0,0,0,1,1,1,-6.148938,-77.940623,cola_kafka,1,0,0,0
RC0002350,L002350,F0061,2026-05-20,TEC06,No_se_sabe,-1,1,0,0,0,1,0,0,-6.242387,-77.863035,formulario_campo,1,1,0,1
RC0002351,L002351,F0003,2026-08-21,TEC09,Si,5,0,0,0,0,0,1,1,-6.213883,-77.819995,formulario_campo,0,0,1,0
RC0002352,L002352,F0083,2025-06-17,TEC08,No_se_sabe,-1,1,1,0,0,1,0,0,-6.168143,-77.892289,cola_kafka,2,1,0,1
RC0002353,L002353,F0114,2026-08-02,TEC08,No,-1,0,1,1,1,1,0,0,-6.301833,-77.849454,dashboard_acopio,3,0,0,0
RC0002354,L002354,F0106,2026-07-27,TEC01,Si,41,0,0,0,0,0,1,1,-6.253362,-77.8386,dashboard_acopio,0,0,1,0
RC0002355,L002355,F0018,2025-04-09,TEC12,Si,2,1,1,0,0,1,0,0,-6.223059,-77.902103,cola_kafka,2,1,1,0
RC0002356,L002356,F0038,2025-05-05,TEC05,No,-1,0,0,0,0,0,1,0,-6.241738,-77.855074,dashboard_acopio,0,0,0,0
RC0002357,L002357,F0073,2026-04-13,TEC05,No,-1,0,0,0,0,0,0,1,-6.195769,-77.918243,formulario_campo,0,0,0,0
RC0002358,L002358,F0016,2025-07-14,TEC06,No,-1,0,0,1,0,1,1,1,-6.244129,-77.875458,formulario_campo,1,0,0,0
RC0002359,L002359,F0001,2025-06-06,TEC08,No,-1,0,0,0,0,0,0,0,-6.236984,-77.779966,formulario_campo,0,0,0,0
RC0002360,L002360,F0093,2025-07-21,TEC07,No_se_sabe,-1,0,0,0,0,0,1,1,-6.244744,-77.905074,formulario_campo,0,0,0,1
RC0002361,L002361,F0059,2026-06-14,TEC10,Si,22,1,1,0,1,1,1,0,-6.24873,-77.974237,dashboard_acopio,3,0,1,0
RC0002362,L002362,F0030,2026-04-15,TEC09,Si,2,0,0,0,0,0,0,0,-6.208215,-77.903053,dashboard_acopio,0,0,1,0
RC0002363,L002363,F0062,2026-06-06,TEC09,No,-1,0,0,0,1,1,1,1,-6.196184,-77.846458,formulario_campo,1,0,0,0
RC0002364,L002364,F0087,2025-06-20,TEC07,Si,42,1,0,1,0,1,0,0,-6.209524,-77.79827,formulario_campo,2,1,1,0
RC0002365,L002365,F0102,2025-04-26,TEC11,Si,25,0,0,0,1,1,0,0,-6.275785,-77.942579,formulario_campo,1,0,1,0
RC0002366,L002366,F0077,2025-06-09,TEC07,No,-1,0,0,1,0,1,1,0,-6.225459,-77.836951,formulario_campo,1,0,0,0
RC0002367,L002367,F0109,2025-06-28,TEC03,Si,16,0,0,0,1,1,1,1,-6.25171,-77.891408,formulario_campo,1,0,1,0
RC0002368,L002368,F0063,2025-04-11,TEC05,No,-1,1,0,0,1,1,1,0,-6.242614,-77.959464,cola_kafka,2,0,0,0
RC0002369,L002369,F0034,2026-07-21,TEC12,Si,8,0,0,0,0,0,1,1,-6.211532,-77.884126,formulario_campo,0,0,1,0
RC0002370,L002370,F0033,2025-07-28,TEC02,Si,24,0,0,1,1,1,0,0,-6.206815,-77.893812,dashboard_acopio,2,0,1,0
RC0002371,L002371,F0018,2026-05-26,TEC10,No_se_sabe,-1,1,0,0,1,1,1,1,-6.224631,-77.901666,cola_kafka,2,0,0,1
RC0002372,L002372,F0090,2026-04-20,TEC07,Si,18,1,0,0,0,1,1,1,-6.198379,-77.818463,dashboard_acopio,1,0,1,0
RC0002373,L002373,F0026,2026-07-05,TEC10,Si,1,0,0,1,0,1,1,1,-6.235291,-77.771291,dashboard_acopio,1,0,1,0
RC0002374,L002374,F0098,2025-09-29,TEC05,No_se_sabe,-1,0,0,1,0,1,1,1,-6.211416,-77.898951,formulario_campo,1,0,0,1
RC0002375,L002375,F0083,2026-06-29,TEC03,No_se_sabe,-1,1,1,1,1,1,1,0,-6.167519,-77.892546,formulario_campo,4,0,0,1
RC0002376,L002376,F0024,2025-07-08,TEC08,No_se_sabe,-1,1,0,0,0,1,1,1,-6.334923,-77.802728,cola_kafka,1,0,0,1
RC0002377,L002377,F0013,2026-07-17,TEC12,No,-1,0,0,0,1,1,1,1,-6.149035,-77.80904,formulario_campo,1,0,0,0
RC0002378,L002378,F0101,2026-06-04,TEC02,No,-1,1,1,0,1,1,0,0,-6.335602,-77.859813,dashboard_acopio,3,1,0,0
RC0002379,L002379,F0024,2026-01-20,TEC08,No_se_sabe,-1,1,1,1,0,1,1,1,-6.335259,-77.801705,dashboard_acopio,3,0,0,1
RC0002380,L002380,F0084,2025-07-20,TEC09,No,-1,0,1,0,0,1,1,1,-6.172717,-77.857745,cola_kafka,1,0,0,0
RC0002381,L002381,F0080,2026-06-28,TEC11,Si,41,1,1,0,1,1,1,0,-6.2679,-77.912218,cola_kafka,3,0,1,0
RC0002382,L002382,F0069,2025-08-29,TEC07,Si,13,0,0,0,0,0,1,1,-6.317802,-77.834612,formulario_campo,0,0,1,0
RC0002383,L002383,F0113,2025-05-15,TEC11,No_se_sabe,-1,1,0,1,0,1,1,0,-6.210346,-77.888642,formulario_campo,2,0,0,1
RC0002384,L002384,F0003,2025-12-12,TEC06,Si,30,0,1,1,0,1,1,1,-6.21383,-77.820016,formulario_campo,2,0,1,0
RC0002385,L002385,F0019,2026-05-09,TEC04,Si,23,1,1,1,0,1,1,0,-6.22779,-77.860019,dashboard_acopio,3,0,1,0
RC0002386,L002386,F0071,2026-07-08,TEC12,Si,7,1,0,0,0,1,0,0,-6.236246,-77.870631,formulario_campo,1,1,1,0
RC0002387,L002387,F0075,2025-09-27,TEC10,No_se_sabe,-1,1,0,0,1,1,1,1,-6.228699,-77.938123,formulario_campo,2,0,0,1
RC0002388,L002388,F0084,2025-12-25,TEC02,No_se_sabe,-1,0,0,0,0,0,1,1,-6.17254,-77.857924,formulario_campo,0,0,0,1
RC0002389,L002389,F0066,2025-04-17,TEC08,No,-1,1,0,1,0,1,0,0,-6.261589,-77.809234,dashboard_acopio,2,1,0,0
RC0002390,L002390,F0051,2026-05-26,TEC12,No,-1,1,0,1,1,1,0,0,-6.226593,-77.930866,cola_kafka,3,1,0,0
RC0002391,L002391,F0006,2026-02-27,TEC04,Si,5,0,1,0,1,1,1,0,-6.231862,-77.790637,formulario_campo,2,0,1,0
RC0002392,L002392,F0033,2025-05-12,TEC04,No,-1,1,0,0,0,1,1,1,-6.206315,-77.893494,dashboard_acopio,1,0,0,0
RC0002393,L002393,F0008,2026-04-10,TEC05,No,-1,0,1,1,0,1,0,0,-6.279997,-77.904465,dashboard_acopio,2,0,0,0
RC0002394,L002394,F0072,2026-05-25,TEC01,No,-1,1,0,1,1,1,1,1,-6.08258,-77.828334,formulario_campo,3,0,0,0
RC0002395,L002395,F0111,2025-09-28,TEC08,No,-1,0,1,0,0,1,0,0,-6.236606,-77.857617,dashboard_acopio,1,0,0,0
RC0002396,L002396,F0086,2025-06-01,TEC05,No,-1,0,0,1,0,1,1,1,-6.21811,-77.924976,formulario_campo,1,0,0,0
RC0002397,L002397,F0017,2026-08-08,TEC06,Si,33,1,0,0,0,1,0,0,-6.271957,-77.856359,dashboard_acopio,1,1,1,0
RC0002398,L002398,F0034,2026-04-09,TEC11,Si,35,1,0,0,0,1,1,1,-6.209871,-77.884705,dashboard_acopio,1,0,1,0
RC0002399,L002399,F0107,2026-04-14,TEC01,No,-1,0,1,0,1,1,1,1,-6.226357,-77.904532,dashboard_acopio,2,0,0,0
RC0002400,L002400,F0086,2025-05-21,TEC04,Si,37,1,1,1,0,1,0,0,-6.219569,-77.924936,dashboard_acopio,3,1,1,0
RC0002401,L002401,F0108,2025-05-13,TEC04,Si,33,0,0,0,0,0,1,1,-6.217077,-77.819501,dashboard_acopio,0,0,1,0
RC0002402,L002402,F0028,2026-08-20,TEC11,Si,36,0,1,0,1,1,1,0,-6.232576,-77.852699,formulario_campo,2,0,1,0
RC0002403,L002403,F0008,2026-08-09,TEC07,No_se_sabe,-1,1,1,0,0,1,0,0,-6.280949,-77.904352,formulario_campo,2,1,0,1
RC0002404,L002404,F0040,2025-09-06,TEC09,Si,27,1,0,0,0,1,1,0,-6.172948,-77.909565,formulario_campo,1,0,1,0
RC0002405,L002405,F0024,2025-05-08,TEC03,Si,41,1,0,0,1,1,1,1,-6.334741,-77.802199,formulario_campo,2,0,1,0
RC0002406,L002406,F0098,2026-08-05,TEC02,No,-1,1,0,0,0,1,0,0,-6.210745,-77.899663,cola_kafka,1,1,0,0
RC0002407,L002407,F0059,2026-03-20,TEC04,No_se_sabe,-1,1,0,1,1,1,0,0,-6.248698,-77.972735,formulario_campo,3,1,0,1
RC0002408,L002408,F0051,2025-09-29,TEC02,No,-1,0,1,0,0,1,1,1,-6.226486,-77.931795,formulario_campo,1,0,0,0
RC0002409,L002409,F0104,2025-05-21,TEC02,No_se_sabe,-1,0,1,1,0,1,0,0,-6.210599,-77.862023,cola_kafka,2,0,0,1
RC0002410,L002410,F0045,2026-06-08,TEC09,Si,1,1,0,1,0,1,0,0,-6.250956,-77.829393,cola_kafka,2,1,1,0
RC0002411,L002411,F0031,2025-06-23,TEC11,No,-1,0,0,0,0,0,1,1,-6.245288,-77.930599,cola_kafka,0,0,0,0
RC0002412,L002412,F0013,2026-07-26,TEC08,No_se_sabe,-1,0,0,0,0,0,1,1,-6.1496,-77.808631,cola_kafka,0,0,0,1
RC0002413,L002413,F0091,2025-04-22,TEC09,No_se_sabe,-1,1,1,1,1,1,1,0,-6.219865,-77.876618,dashboard_acopio,4,0,0,1
RC0002414,L002414,F0099,2025-06-13,TEC05,Si,2,0,0,1,0,1,0,1,-6.175311,-77.806076,dashboard_acopio,1,0,1,0
RC0002415,L002415,F0098,2025-09-17,TEC01,Si,28,1,0,1,1,1,0,0,-6.21092,-77.899143,formulario_campo,3,1,1,0
RC0002416,L002416,F0055,2026-06-15,TEC04,No_se_sabe,-1,0,1,1,0,1,0,0,-6.241914,-77.879034,formulario_campo,2,0,0,1
RC0002417,L002417,F0001,2026-06-12,TEC04,No,-1,0,0,0,1,1,1,1,-6.237086,-77.780698,dashboard_acopio,1,0,0,0
RC0002418,L002418,F0002,2026-04-28,TEC08,No_se_sabe,-1,0,0,1,0,1,1,1,-6.219113,-77.931592,formulario_campo,1,0,0,1
RC0002419,L002419,F0010,2026-06-29,TEC03,No_se_sabe,-1,0,0,0,1,1,1,1,-6.259228,-77.875505,cola_kafka,1,0,0,1
RC0002420,L002420,F0108,2025-02-19,TEC11,Si,23,0,0,0,0,0,1,1,-6.21664,-77.819552,cola_kafka,0,0,1,0
RC0002421,L002421,F0093,2026-03-28,TEC12,No_se_sabe,-1,0,1,1,0,1,0,0,-6.244766,-77.904605,dashboard_acopio,2,0,0,1
RC0002422,L002422,F0102,2025-09-09,TEC01,Si,37,1,1,1,1,1,0,0,-6.277523,-77.943375,cola_kafka,4,1,1,0
RC0002423,L002423,F0106,2026-08-24,TEC06,Si,18,1,1,0,1,1,1,0,-6.25361,-77.838303,formulario_campo,3,0,1,0
RC0002424,L002424,F0102,2025-07-17,TEC07,No,-1,0,0,1,1,1,1,1,-6.277318,-77.942307,formulario_campo,2,0,0,0
RC0002425,L002425,F0018,2026-06-20,TEC06,No_se_sabe,-1,1,1,1,1,1,1,0,-6.223021,-77.901519,cola_kafka,4,0,0,1
RC0002426,L002426,F0034,2025-07-20,TEC04,No_se_sabe,-1,1,0,1,0,1,0,0,-6.211396,-77.884173,dashboard_acopio,2,1,0,1
RC0002427,L002427,F0119,2026-04-09,TEC07,No_se_sabe,-1,1,1,0,1,1,1,1,-6.221592,-77.900007,formulario_campo,3,0,0,1
RC0002428,L002428,F0014,2025-04-17,TEC12,No,-1,0,1,1,1,1,1,0,-6.251629,-77.798525,formulario_campo,3,0,0,0
RC0002429,L002429,F0044,2025-05-22,TEC03,No_se_sabe,-1,0,0,1,0,1,1,1,-6.317014,-77.891471,dashboard_acopio,1,0,0,1
RC0002430,L002430,F0010,2025-01-20,TEC07,No_se_sabe,-1,1,0,1,1,1,0,0,-6.259417,-77.87695,dashboard_acopio,3,1,0,1
RC0002431,L002431,F0093,2025-09-01,TEC08,No,-1,1,1,0,0,1,1,1,-6.244052,-77.904476,dashboard_acopio,2,0,0,0
RC0002432,L002432,F0093,2026-04-28,TEC01,No_se_sabe,-1,1,1,1,0,1,1,0,-6.245493,-77.905681,formulario_campo,3,0,0,1
RC0002433,L002433,F0091,2025-09-08,TEC06,No_se_sabe,-1,0,0,0,0,0,1,1,-6.219229,-77.876161,dashboard_acopio,0,0,0,1
RC0002434,L002434,F0102,2026-05-21,TEC03,Si,36,0,1,0,1,1,1,1,-6.277615,-77.94396,cola_kafka,2,0,1,0
RC0002435,L002435,F0083,2026-07-30,TEC05,No,-1,0,1,0,0,1,0,1,-6.168562,-77.891759,formulario_campo,1,0,0,0
RC0002436,L002436,F0082,2026-05-31,TEC10,Si,5,0,1,1,0,1,0,0,-6.194721,-77.869436,formulario_campo,2,0,1,0
RC0002437,L002437,F0026,2025-09-14,TEC10,No,-1,1,1,1,0,1,0,0,-6.234439,-77.771414,formulario_campo,3,1,0,0
RC0002438,L002438,F0107,2026-05-16,TEC06,No,-1,0,0,0,0,0,1,1,-6.227562,-77.903142,formulario_campo,0,0,0,0
RC0002439,L002439,F0119,2026-07-17,TEC11,No,-1,1,0,0,0,1,1,1,-6.219622,-77.9007,dashboard_acopio,1,0,0,0
RC0002440,L002440,F0080,2026-06-16,TEC10,Si,37,0,0,0,1,1,1,0,-6.26912,-77.912479,formulario_campo,1,0,1,0
RC0002441,L002441,F0098,2026-08-07,TEC12,Si,12,0,0,0,1,1,0,1,-6.211824,-77.899494,formulario_campo,1,0,1,0
RC0002442,L002442,F0074,2025-09-13,TEC12,No,-1,0,0,0,1,1,1,1,-6.272445,-77.870495,dashboard_acopio,1,0,0,0
RC0002443,L002443,F0028,2025-07-26,TEC04,Si,8,1,1,1,0,1,1,0,-6.232713,-77.852189,dashboard_acopio,3,0,1,0
RC0002444,L002444,F0021,2025-06-14,TEC04,Si,20,0,0,1,0,1,1,1,-6.28975,-77.864229,dashboard_acopio,1,0,1,0
RC0002445,L002445,F0030,2025-04-22,TEC06,No_se_sabe,-1,1,0,1,1,1,0,0,-6.209344,-77.903839,cola_kafka,3,1,0,1
RC0002446,L002446,F0102,2026-05-18,TEC10,Si,40,1,1,0,0,1,1,0,-6.276065,-77.942934,cola_kafka,2,0,1,0
RC0002447,L002447,F0013,2026-07-19,TEC06,No,-1,1,0,0,1,1,1,1,-6.150255,-77.80914,dashboard_acopio,2,0,0,0
RC0002448,L002448,F0087,2026-07-24,TEC10,Si,11,1,0,1,0,1,0,0,-6.209086,-77.798122,dashboard_acopio,2,1,1,0
RC0002449,L002449,F0043,2025-01-17,TEC12,No,-1,1,1,0,1,1,0,0,-6.172802,-77.945558,formulario_campo,3,1,0,0
RC0002450,L002450,F0070,2025-01-20,TEC09,No,-1,0,0,1,1,1,1,0,-6.190999,-77.846603,formulario_campo,2,0,0,0
RC0002451,L002451,F0026,2026-08-27,TEC10,Si,29,1,0,0,0,1,1,0,-6.234543,-77.77171,dashboard_acopio,1,0,1,0
RC0002452,L002452,F0107,2025-06-28,TEC12,No,-1,0,0,0,1,1,1,1,-6.227579,-77.904235,formulario_campo,1,0,0,0
RC0002453,L002453,F0053,2025-09-20,TEC02,No,-1,0,0,0,0,0,1,1,-6.260026,-77.903875,cola_kafka,0,0,0,0
RC0002454,L002454,F0038,2025-08-24,TEC02,No,-1,0,0,1,0,1,1,1,-6.241222,-77.854377,formulario_campo,1,0,0,0
RC0002455,L002455,F0074,2026-04-27,TEC10,No,-1,1,1,0,0,1,1,1,-6.272492,-77.870131,formulario_campo,2,0,0,0
RC0002456,L002456,F0080,2026-06-22,TEC09,Si,24,1,1,1,0,1,0,0,-6.268481,-77.911913,formulario_campo,3,1,1,0
RC0002457,L002457,F0013,2026-04-12,TEC11,No,-1,0,1,0,1,1,0,1,-6.149967,-77.808511,dashboard_acopio,2,0,0,0
RC0002458,L002458,F0012,2025-02-27,TEC05,Si,20,0,0,0,0,0,1,1,-6.229275,-77.898183,formulario_campo,0,0,1,0
RC0002459,L002459,F0027,2025-07-11,TEC03,Si,41,0,1,0,0,1,1,1,-6.277693,-77.793893,dashboard_acopio,1,0,1,0
RC0002460,L002460,F0049,2026-07-08,TEC10,No,-1,0,0,0,1,1,1,1,-6.196903,-77.915996,formulario_campo,1,0,0,0
RC0002461,L002461,F0022,2026-04-25,TEC05,Si,13,1,1,1,1,1,0,0,-6.253968,-77.857784,formulario_campo,4,1,1,0
RC0002462,L002462,F0012,2025-06-19,TEC12,Si,20,0,0,0,0,0,1,1,-6.228667,-77.897841,formulario_campo,0,0,1,0
RC0002463,L002463,F0063,2026-05-04,TEC09,No_se_sabe,-1,0,0,0,0,0,0,0,-6.242725,-77.958945,formulario_campo,0,0,0,1
RC0002464,L002464,F0008,2026-03-03,TEC10,No,-1,0,0,1,1,1,1,1,-6.279713,-77.904544,formulario_campo,2,0,0,0
RC0002465,L002465,F0062,2026-07-16,TEC07,No,-1,1,1,1,0,1,0,0,-6.195589,-77.846072,dashboard_acopio,3,1,0,0
RC0002466,L002466,F0062,2026-04-26,TEC12,Si,35,0,1,0,0,1,1,1,-6.195777,-77.845999,formulario_campo,1,0,1,0
RC0002467,L002467,F0109,2026-05-18,TEC10,No_se_sabe,-1,0,0,0,0,0,1,1,-6.251664,-77.891323,formulario_campo,0,0,0,1
RC0002468,L002468,F0022,2026-07-09,TEC03,No,-1,1,1,0,1,1,1,0,-6.253525,-77.858624,cola_kafka,3,0,0,0
RC0002469,L002469,F0001,2025-12-07,TEC06,No,-1,1,0,0,1,1,1,1,-6.237,-77.780146,dashboard_acopio,2,0,0,0
RC0002470,L002470,F0112,2026-05-04,TEC04,No,-1,1,0,1,1,1,1,0,-6.27628,-77.86238,formulario_campo,3,0,0,0
RC0002471,L002471,F0116,2025-09-28,TEC05,Si,41,1,0,0,0,1,1,1,-6.225768,-77.84791,dashboard_acopio,1,0,1,0
RC0002472,L002472,F0018,2026-01-15,TEC06,Si,28,0,0,0,0,0,0,0,-6.223258,-77.902536,formulario_campo,0,0,1,0
RC0002473,L002473,F0030,2025-09-03,TEC05,No,-1,0,0,0,0,0,0,1,-6.208113,-77.903497,formulario_campo,0,0,0,0
RC0002474,L002474,F0062,2026-08-23,TEC03,Si,3,1,0,0,0,1,1,1,-6.194801,-77.846098,cola_kafka,1,0,1,0
RC0002475,L002475,F0053,2025-04-20,TEC10,No_se_sabe,-1,1,0,0,1,1,1,0,-6.259122,-77.904396,cola_kafka,2,0,0,1
RC0002476,L002476,F0098,2025-04-18,TEC12,Si,44,1,0,1,0,1,0,0,-6.212255,-77.899016,formulario_campo,2,1,1,0
RC0002477,L002477,F0054,2026-06-18,TEC05,No,-1,0,0,0,0,0,0,0,-6.195141,-77.864141,formulario_campo,0,0,0,0
RC0002478,L002478,F0070,2026-08-11,TEC02,No,-1,1,0,0,1,1,0,0,-6.190097,-77.845881,formulario_campo,2,1,0,0
RC0002479,L002479,F0071,2026-01-08,TEC05,No_se_sabe,-1,0,0,0,1,1,1,1,-6.235802,-77.870498,dashboard_acopio,1,0,0,1
RC0002480,L002480,F0091,2025-04-30,TEC03,No,-1,0,1,1,1,1,1,0,-6.220186,-77.876478,formulario_campo,3,0,0,0
RC0002481,L002481,F0004,2026-06-23,TEC12,Si,19,0,1,1,0,1,0,0,-6.262147,-77.963554,dashboard_acopio,2,0,1,0
RC0002482,L002482,F0088,2025-07-21,TEC06,Si,2,0,1,1,0,1,0,0,-6.277973,-77.844924,dashboard_acopio,2,0,1,0
RC0002483,L002483,F0055,2025-04-20,TEC11,No,-1,1,0,1,0,1,1,1,-6.24194,-77.879091,formulario_campo,2,0,0,0
RC0002484,L002484,F0106,2025-02-28,TEC11,Si,16,0,0,1,0,1,1,1,-6.252934,-77.839009,formulario_campo,1,0,1,0
RC0002485,L002485,F0046,2025-05-28,TEC03,No,-1,0,0,1,1,1,1,1,-6.279127,-77.881502,dashboard_acopio,2,0,0,0
RC0002486,L002486,F0112,2026-04-22,TEC09,No,-1,0,0,1,0,1,1,1,-6.277465,-77.862011,formulario_campo,1,0,0,0
RC0002487,L002487,F0056,2025-04-08,TEC02,Si,1,1,1,1,1,1,0,0,-6.208546,-77.903355,formulario_campo,4,1,1,0
RC0002488,L002488,F0053,2025-07-07,TEC12,No,-1,0,1,1,1,1,0,0,-6.259649,-77.902712,formulario_campo,3,0,0,0
RC0002489,L002489,F0112,2025-06-30,TEC09,No,-1,1,0,0,1,1,1,1,-6.276218,-77.86222,formulario_campo,2,0,0,0
RC0002490,L002490,F0089,2025-08-21,TEC02,No_se_sabe,-1,0,0,1,1,1,1,1,-6.213834,-77.848453,formulario_campo,2,0,0,1
RC0002491,L002491,F0014,2025-07-25,TEC05,No,-1,1,0,0,0,1,0,0,-6.253394,-77.799591,formulario_campo,1,1,0,0
RC0002492,L002492,F0049,2025-04-21,TEC10,No_se_sabe,-1,1,0,0,0,1,0,0,-6.19558,-77.915062,cola_kafka,1,1,0,1
RC0002493,L002493,F0093,2026-07-05,TEC02,Si,21,0,0,0,0,0,0,1,-6.24391,-77.905098,formulario_campo,0,0,1,0
RC0002494,L002494,F0063,2025-08-10,TEC02,No_se_sabe,-1,0,0,1,0,1,1,0,-6.2424,-77.959105,formulario_campo,1,0,0,1
RC0002495,L002495,F0071,2025-04-09,TEC03,Si,43,0,0,0,1,1,0,1,-6.236366,-77.870876,formulario_campo,1,0,1,0
RC0002496,L002496,F0056,2025-08-28,TEC02,No_se_sabe,-1,1,0,0,0,1,1,1,-6.207226,-77.902944,cola_kafka,1,0,0,1
RC0002497,L002497,F0109,2026-05-26,TEC08,No_se_sabe,-1,0,0,0,0,0,0,0,-6.252097,-77.892466,formulario_campo,0,0,0,1
RC0002498,L002498,F0033,2025-09-30,TEC01,Si,6,0,0,0,0,0,1,1,-6.207635,-77.8926,dashboard_acopio,0,0,1,0
RC0002499,L002499,F0104,2026-06-17,TEC12,Si,18,0,0,0,0,0,0,1,-6.208851,-77.861909,dashboard_acopio,0,0,1,0
RC0002500,L002500,F0101,2025-10-13,TEC03,No,-1,0,0,0,0,0,1,1,-6.335752,-77.859714,formulario_campo,0,0,0,0
RC0002501,L002501,F0094,2025-01-30,TEC09,No_se_sabe,-1,0,1,1,0,1,0,0,-6.268687,-77.940871,cola_kafka,2,0,0,1
RC0002502,L002502,F0021,2025-05-29,TEC02,No,-1,0,0,0,0,0,1,1,-6.289358,-77.862822,formulario_campo,0,0,0,0
RC0002503,L002503,F0028,2026-04-05,TEC04,Si,44,1,1,0,1,1,0,0,-6.232659,-77.851547,dashboard_acopio,3,1,1,0
RC0002504,L002504,F0045,2025-03-06,TEC05,No,-1,0,0,0,1,1,1,1,-6.251202,-77.829567,formulario_campo,1,0,0,0
RC0002505,L002505,F0024,2026-08-23,TEC04,Si,9,0,0,0,1,1,0,1,-6.333666,-77.802976,formulario_campo,1,0,1,0
RC0002506,L002506,F0068,2025-08-18,TEC09,Si,22,1,1,1,1,1,0,0,-6.153424,-77.880278,formulario_campo,4,1,1,0
RC0002507,L002507,F0042,2026-05-16,TEC06,No,-1,0,0,0,0,0,0,1,-6.20804,-77.965567,dashboard_acopio,0,0,0,0
RC0002508,L002508,F0105,2025-08-01,TEC06,No_se_sabe,-1,0,0,0,1,1,1,1,-6.237249,-77.880706,formulario_campo,1,0,0,1
RC0002509,L002509,F0120,2025-09-16,TEC09,No,-1,1,0,1,1,1,1,1,-6.220521,-77.874699,cola_kafka,3,0,0,0
RC0002510,L002510,F0069,2025-09-30,TEC12,Si,13,0,1,0,1,1,1,0,-6.318429,-77.833623,formulario_campo,2,0,1,0
RC0002511,L002511,F0055,2025-06-19,TEC04,Si,27,1,0,0,0,1,0,0,-6.242009,-77.879979,cola_kafka,1,1,1,0
RC0002512,L002512,F0017,2025-05-23,TEC12,Si,38,0,1,0,0,1,1,1,-6.271592,-77.856927,dashboard_acopio,1,0,1,0
RC0002513,L002513,F0077,2026-04-11,TEC06,No,-1,0,0,1,1,1,0,0,-6.226199,-77.83704,cola_kafka,2,0,0,0
RC0002514,L002514,F0045,2026-06-15,TEC07,No_se_sabe,-1,1,1,1,1,1,1,0,-6.25022,-77.829621,cola_kafka,4,0,0,1
RC0002515,L002515,F0050,2026-06-29,TEC04,Si,22,0,0,0,0,0,1,1,-6.300584,-77.916132,formulario_campo,0,0,1,0
RC0002516,L002516,F0106,2026-07-07,TEC05,Si,20,1,0,1,0,1,1,1,-6.253724,-77.838657,formulario_campo,2,0,1,0
RC0002517,L002517,F0062,2026-08-16,TEC12,No,-1,0,0,1,0,1,1,1,-6.196168,-77.845728,formulario_campo,1,0,0,0
RC0002518,L002518,F0082,2025-08-18,TEC11,Si,32,1,0,0,1,1,0,0,-6.193572,-77.869729,cola_kafka,2,1,1,0
RC0002519,L002519,F0021,2026-01-09,TEC11,No,-1,0,0,0,1,1,1,1,-6.289805,-77.863605,formulario_campo,1,0,0,0
RC0002520,L002520,F0106,2025-09-05,TEC12,Si,34,0,0,0,0,0,1,1,-6.253343,-77.837452,formulario_campo,0,0,1,0
RC0002521,L002521,F0059,2025-07-26,TEC07,Si,14,0,1,1,1,1,1,0,-6.248784,-77.973183,formulario_campo,3,0,1,0
RC0002522,L002522,F0028,2026-04-28,TEC03,No_se_sabe,-1,0,1,1,0,1,0,0,-6.233153,-77.853474,cola_kafka,2,0,0,1
RC0002523,L002523,F0005,2025-08-10,TEC07,No,-1,0,1,0,1,1,0,0,-6.20543,-77.897496,formulario_campo,2,0,0,0
RC0002524,L002524,F0014,2026-08-26,TEC05,No,-1,0,0,0,0,0,1,1,-6.25275,-77.798614,formulario_campo,0,0,0,0
RC0002525,L002525,F0063,2025-04-07,TEC02,Si,25,1,1,1,0,1,0,0,-6.243257,-77.958891,formulario_campo,3,1,1,0
RC0002526,L002526,F0040,2025-06-12,TEC10,No_se_sabe,-1,0,0,0,0,0,1,1,-6.173325,-77.90928,formulario_campo,0,0,0,1
RC0002527,L002527,F0081,2025-06-21,TEC06,No_se_sabe,-1,0,0,0,1,1,1,1,-6.149874,-77.940172,formulario_campo,1,0,0,1
RC0002528,L002528,F0025,2025-10-20,TEC07,Si,35,0,1,0,0,1,1,1,-6.23152,-77.956031,formulario_campo,1,0,1,0
RC0002529,L002529,F0077,2026-01-20,TEC06,No_se_sabe,-1,0,0,0,1,1,0,0,-6.225897,-77.837216,dashboard_acopio,1,0,0,1
