lote_id,finca_id,empresa_exportadora,peso_quintales,destino_previsto,p_contaminado,decil_riesgo,alerta_modelo,en_cuarentena,decision,motivo,valor_asignado_usd,lote_contaminado
L001030,F0039,Perhusa,128.5,Estados_Unidos,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,20560.0,0
L000047,F0040,Perhusa,209.6,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,33536.0,0
L001516,F0029,Olam Peru,101.5,Francia,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16240.0,1
L000088,F0024,Cenfrocafe,79.1,Belgica,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,12656.0,0
L003242,F0025,Perhusa,260.2,Paises_Bajos,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,41632.0,0
L001023,F0001,Olam Peru,141.8,Paises_Bajos,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,22688.0,0
L001041,F0104,Olam Peru,271.9,Francia,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,43504.0,0
L003846,F0002,Cenfrocafe,105.5,Alemania,0.17307692307692307,6,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,16880.0,1
L004132,F0037,Coop. Norandino,167.5,Belgica,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,35175.0,0
L004164,F0059,Perhusa,118.7,Estados_Unidos,0.17307692307692307,5,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24927.0,0
L003768,F0059,Perhusa,139.6,Belgica,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,22336.0,0
L002906,F0104,Olam Peru,174.6,Nacional,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,27936.0,0
L001039,F0054,Olam Peru,187.4,Belgica,0.17307692307692307,5,0,0,SEGREGAR_CONVENCIONAL,excluida para no romper la tolerancia agregada del contenedor,29984.0,0
L002268,F0099,Coop. Norandino,155.5,Francia,0.11775205419812362,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,24880.0,1
L000322,F0007,Perhusa,93.8,Alemania,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,19698.0,0
L000739,F0119,Olam Peru,144.0,Nacional,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,30240.0,0
L002224,F0083,Cenfrocafe,75.6,Japon,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15875.999999999998,0
L003948,F0012,Perhusa,123.5,Belgica,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25935.0,0
L003000,F0072,Perhusa,111.4,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,23394.0,0
L003658,F0009,Coop. Norandino,90.9,Francia,0.10784313725490197,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,14544.0,1
L002861,F0072,Perhusa,133.1,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,27951.0,0
L002275,F0024,Cenfrocafe,216.0,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,45360.0,0
L000216,F0109,Coop. Norandino,254.7,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,53487.0,0
L001905,F0109,Coop. Norandino,33.4,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,7014.0,0
L003214,F0008,Perhusa,158.9,Alemania,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,33369.0,0
L000166,F0025,Perhusa,49.8,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,10458.0,0
L003375,F0002,Cenfrocafe,107.4,Estados_Unidos,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,22554.0,0
L002834,F0021,Coop. Norandino,28.2,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,5922.0,0
L001575,F0087,Cenfrocafe,121.7,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25557.0,0
L002235,F0073,Coop. Norandino,145.0,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,30450.0,0
L000409,F0020,Perhusa,132.3,Nacional,0.10784313725490197,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,21168.0,0
L002767,F0061,Cenfrocafe,100.2,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,21042.0,0
L001711,F0119,Olam Peru,97.0,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,20370.0,0
L001255,F0042,Olam Peru,125.3,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,26313.0,0
L000446,F0040,Perhusa,97.8,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,20538.0,0
L000561,F0029,Olam Peru,157.0,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,32970.0,1
L003206,F0029,Olam Peru,111.7,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,23457.0,0
L001443,F0029,Olam Peru,206.6,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,43386.0,0
L003405,F0110,Coop. Norandino,122.2,Nacional,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25662.0,0
L000321,F0043,Olam Peru,234.9,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,49329.0,0
L001168,F0104,Olam Peru,97.2,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,20412.0,0
L000742,F0008,Perhusa,63.2,Paises_Bajos,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,13272.0,0
L002609,F0087,Cenfrocafe,212.5,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,44625.0,0
L003210,F0016,Cenfrocafe,48.1,Belgica,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,10101.0,0
L003351,F0016,Cenfrocafe,88.2,Belgica,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,18522.0,0
L003431,F0077,Perhusa,119.4,Nacional,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25074.0,0
L001346,F0070,Perhusa,193.4,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,40614.0,0
L000747,F0069,Coop. Norandino,104.5,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,21945.0,1
L003929,F0020,Perhusa,224.9,Francia,0.10784313725490197,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,35984.0,1
L002700,F0025,Perhusa,199.8,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,41958.0,0
L002020,F0001,Olam Peru,59.3,Estados_Unidos,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,12453.0,1
L002175,F0111,Perhusa,209.0,Belgica,0.10784313725490197,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,33440.0,0
L002837,F0090,Olam Peru,99.5,Alemania,0.10784313725490197,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,15920.0,1
L001742,F0059,Perhusa,170.5,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,35805.0,0
L002280,F0059,Perhusa,164.2,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34482.0,0
L003625,F0112,Perhusa,114.9,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24129.0,0
L004139,F0005,Olam Peru,88.6,Estados_Unidos,0.10784313725490197,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,14176.0,0
L000238,F0069,Coop. Norandino,75.8,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15918.0,0
L002865,F0005,Olam Peru,64.6,Nacional,0.10784313725490197,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,10336.0,0
L001313,F0106,Cenfrocafe,125.1,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,26271.0,0
L000092,F0004,Perhusa,92.3,Paises_Bajos,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,19383.0,0
L003525,F0004,Perhusa,132.3,Japon,0.10784313725490197,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,27783.000000000004,0
L001409,F0114,Olam Peru,136.3,Nacional,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,28623.000000000004,0
L004073,F0005,Olam Peru,108.9,Francia,0.10784313725490197,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,17424.0,0
L002097,F0064,Cenfrocafe,165.1,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34671.0,0
L000517,F0098,Cenfrocafe,109.0,Alemania,0.10784313725490197,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,17440.0,0
L002323,F0022,Olam Peru,121.6,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25536.0,0
L003427,F0116,Perhusa,263.6,Paises_Bajos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,55356.00000000001,1
L001818,F0087,Cenfrocafe,140.8,Belgica,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,29568.000000000004,0
L000687,F0098,Cenfrocafe,91.4,Alemania,0.10784313725490197,6,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,14624.0,0
L000015,F0108,Cenfrocafe,53.0,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,11130.0,0
L001595,F0114,Olam Peru,121.9,Estados_Unidos,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25599.0,0
L002615,F0116,Perhusa,57.7,Alemania,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,12117.0,0
L001853,F0084,Perhusa,196.7,Francia,0.10784313725490197,6,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,41307.0,0
L001169,F0018,Coop. Norandino,108.1,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,22701.0,0
L002967,F0020,Perhusa,261.5,Nacional,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,41840.0,0
L003259,F0084,Perhusa,149.9,Francia,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,31479.0,1
L002552,F0087,Cenfrocafe,149.0,Nacional,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,31290.0,0
L000017,F0085,Olam Peru,114.7,Alemania,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24087.0,0
L003592,F0102,Cenfrocafe,39.1,Francia,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,8211.0,0
L001454,F0103,Coop. Norandino,68.7,Alemania,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,10992.0,0
L003501,F0007,Perhusa,138.7,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,29126.999999999996,0
L001618,F0018,Coop. Norandino,172.3,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,36183.0,0
L001315,F0020,Perhusa,85.2,Paises_Bajos,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,13632.0,0
L003966,F0085,Olam Peru,147.4,Alemania,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,30954.0,0
L001079,F0085,Olam Peru,63.2,Alemania,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,13272.0,0
L001786,F0007,Perhusa,191.0,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,40110.0,0
L003323,F0007,Perhusa,49.3,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,10353.0,0
L001823,F0096,Cenfrocafe,116.7,Alemania,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24507.0,0
L003299,F0021,Coop. Norandino,122.7,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25767.0,0
L002236,F0021,Coop. Norandino,79.8,Estados_Unidos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,16758.0,0
L001360,F0095,Perhusa,156.2,Francia,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,32802.0,1
L002191,F0095,Perhusa,129.5,Paises_Bajos,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,27195.0,0
L001403,F0095,Perhusa,171.0,Belgica,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,35910.0,0
L000786,F0021,Coop. Norandino,117.2,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24612.0,0
L001917,F0098,Cenfrocafe,318.2,Belgica,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,50912.0,0
L003161,F0095,Perhusa,170.6,Japon,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,35826.0,0
L000332,F0093,Cenfrocafe,162.7,Japon,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34167.0,0
L003318,F0104,Olam Peru,179.4,Nacional,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,37674.0,0
L002215,F0094,Coop. Norandino,87.6,Belgica,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,18396.0,1
L001578,F0093,Cenfrocafe,209.9,Paises_Bajos,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,44079.0,0
L004039,F0019,Cenfrocafe,137.1,Nacional,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,28791.0,0
L002271,F0102,Cenfrocafe,190.2,Alemania,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,39942.0,0
L000809,F0086,Cenfrocafe,116.8,Estados_Unidos,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,24528.0,0
L002879,F0007,Perhusa,123.6,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25956.0,0
L001673,F0020,Perhusa,87.4,Estados_Unidos,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,13984.0,0
L003432,F0085,Olam Peru,138.1,Paises_Bajos,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,29001.0,0
L001278,F0086,Cenfrocafe,157.2,Estados_Unidos,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,33012.0,0
L003094,F0020,Perhusa,133.1,Alemania,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,21296.0,0
L004102,F0020,Perhusa,56.9,Nacional,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,9104.0,1
L002233,F0102,Cenfrocafe,124.1,Alemania,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,26061.0,0
L002831,F0010,Cenfrocafe,224.9,Nacional,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,47229.0,0
L003780,F0010,Cenfrocafe,80.0,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,16800.0,0
L000584,F0010,Cenfrocafe,41.8,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,8778.0,0
L000777,F0113,Perhusa,256.2,Francia,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,40992.0,0
L000828,F0113,Perhusa,156.1,Japon,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,24976.0,0
L001224,F0113,Perhusa,214.3,Estados_Unidos,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,34288.0,0
L002022,F0002,Cenfrocafe,78.2,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,16422.0,0
L003434,F0114,Olam Peru,75.8,Nacional,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15918.0,0
L000560,F0001,Olam Peru,61.0,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,12810.0,0
L001250,F0108,Cenfrocafe,210.0,Francia,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,44100.0,0
L000411,F0111,Perhusa,154.8,Belgica,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,24768.0,0
L002955,F0111,Perhusa,244.5,Francia,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,39120.0,0
L001684,F0107,Cenfrocafe,182.6,Francia,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,38346.0,0
L002296,F0112,Perhusa,143.1,Belgica,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,30051.0,0
L001537,F0086,Cenfrocafe,152.7,Nacional,0.034759358288770054,8,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,32066.999999999996,0
L003779,F0113,Perhusa,197.6,Belgica,0.034759358288770054,7,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,31616.0,0
L001840,F0005,Olam Peru,140.2,Alemania,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,22432.0,0
L001417,F0005,Olam Peru,124.2,Japon,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,19872.0,0
L003656,F0005,Olam Peru,138.0,Belgica,0.034759358288770054,10,0,1,SEGREGAR_CONVENCIONAL,cuarentena espacial: finca foco o colindante a un foco,22080.0,0
L004064,F0006,Olam Peru,125.6,Nacional,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,26376.0,0
L001690,F0006,Olam Peru,190.2,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,39942.0,0
L000221,F0003,Coop. Norandino,141.8,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,29778.000000000004,0
L002693,F0003,Coop. Norandino,149.9,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,31479.0,0
L003057,F0003,Coop. Norandino,164.0,Estados_Unidos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34440.0,0
L002351,F0003,Coop. Norandino,166.1,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34881.0,0
L001738,F0003,Coop. Norandino,119.9,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,25179.0,0
L000428,F0004,Perhusa,96.3,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,20223.0,0
L002354,F0106,Cenfrocafe,159.5,Japon,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,33495.0,0
L000905,F0010,Cenfrocafe,143.0,Francia,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,30030.0,0
L002516,F0106,Cenfrocafe,198.4,Belgica,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,41664.0,0
L002797,F0112,Perhusa,257.0,Belgica,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,53970.0,0
L003520,F0018,Coop. Norandino,84.9,Estados_Unidos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,17829.0,0
L000307,F0019,Cenfrocafe,58.1,Estados_Unidos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,12201.0,0
L003146,F0019,Cenfrocafe,188.2,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,39522.0,0
L002307,F0019,Cenfrocafe,104.9,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,22029.0,0
L002894,F0010,Cenfrocafe,227.4,Nacional,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,47754.0,0
L001520,F0016,Cenfrocafe,79.8,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,16758.0,0
L000067,F0017,Perhusa,192.6,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,40446.0,0
L003391,F0101,Coop. Norandino,73.1,Francia,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,15350.999999999998,0
L004141,F0010,Cenfrocafe,156.3,Belgica,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,32823.0,0
L000035,F0101,Coop. Norandino,239.3,Paises_Bajos,0.034759358288770054,7,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,50253.0,0
L002412,F0013,Olam Peru,132.9,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,27909.0,0
L000597,F0013,Olam Peru,99.1,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,20811.0,0
L000971,F0013,Olam Peru,164.8,Paises_Bajos,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,34608.0,0
L001093,F0014,Cenfrocafe,189.9,Alemania,0.034759358288770054,10,0,0,EXPORTACION_ORGANICA,cumple tolerancia de riesgo y no esta en zona de cuarentena,39879.0,0
