finca_id,fecha,velocidad_viento_kmh,direccion_viento_deg,temperatura_c,humedad_relativa_pct,precipitacion_mm
F0059,2025-07-15,7.03,115.3,23.1,96.7,1.45
F0059,2025-07-16,8.28,48.6,19.98,84.2,1.09
F0059,2025-07-17,2.61,356.0,22.43,90.5,26.22
F0059,2025-07-18,12.63,28.1,17.43,84.4,5.6
F0059,2025-07-19,4.82,336.9,19.15,89.0,16.31
F0059,2025-07-20,9.64,323.9,16.72,98.2,4.31
F0059,2025-07-21,3.44,74.6,19.8,96.9,9.27
F0059,2025-07-22,6.48,37.4,23.12,85.1,0.0
F0059,2025-07-23,4.73,339.9,17.52,89.8,6.7
F0059,2025-07-24,5.01,264.0,19.91,85.8,3.51
F0059,2025-07-25,2.6,342.0,20.07,90.2,6.11
F0059,2025-07-26,11.11,27.7,19.3,92.3,1.28
F0059,2025-07-27,5.08,286.7,22.58,86.9,10.43
F0059,2025-07-28,2.15,14.9,21.47,84.1,6.8
F0059,2025-07-29,3.75,297.3,18.66,85.1,1.65
F0059,2025-07-30,4.65,344.5,24.88,90.8,13.18
F0059,2025-07-31,4.63,68.8,18.86,92.7,0.28
F0059,2025-08-01,2.93,41.3,21.79,82.7,0.0
F0059,2025-08-02,5.83,322.2,19.12,87.1,7.2
F0059,2025-08-03,9.38,42.5,19.43,94.4,4.09
F0059,2025-08-04,3.63,299.2,23.88,89.6,31.38
F0059,2025-08-05,6.33,331.8,21.4,82.3,7.36
F0059,2025-08-06,5.91,325.0,18.16,100.0,24.72
F0059,2025-08-07,4.7,40.3,18.34,91.5,4.07
F0059,2025-08-08,1.05,29.4,20.42,91.9,10.95
F0059,2025-08-09,1.53,352.7,19.31,83.5,28.85
F0059,2025-08-10,5.23,17.8,19.0,89.7,10.07
F0059,2025-08-11,3.71,8.0,18.25,92.6,7.83
F0059,2025-08-12,9.52,5.5,20.53,97.7,4.21
F0059,2025-08-13,2.29,350.4,21.91,88.0,8.35
F0059,2025-08-14,1.75,217.0,20.6,86.3,8.2
F0059,2025-08-15,6.27,342.5,20.73,92.8,14.85
F0059,2025-08-16,3.43,352.0,18.96,81.3,0.0
F0059,2025-08-17,9.91,355.3,20.58,90.2,13.99
F0059,2025-08-18,4.14,277.8,21.94,90.3,11.37
F0059,2025-08-19,3.51,331.6,21.29,80.9,15.06
F0059,2025-08-20,5.0,350.3,19.22,92.0,2.63
F0059,2025-08-21,4.03,46.4,19.5,85.8,21.63
F0059,2025-08-22,7.21,5.3,22.97,82.7,0.0
F0059,2025-08-23,6.19,18.2,17.8,85.5,0.0
F0059,2025-08-24,3.98,301.4,19.84,86.8,15.24
F0059,2025-08-25,4.41,326.6,19.69,82.3,0.25
F0059,2025-08-26,3.51,2.1,21.99,90.2,0.43
F0059,2025-08-27,9.18,53.0,22.22,87.3,6.24
F0059,2025-08-28,3.98,352.7,19.81,86.1,0.59
F0059,2025-08-29,6.69,11.3,21.2,87.1,0.0
F0059,2025-08-30,13.57,355.5,21.69,86.9,8.35
F0059,2025-08-31,11.1,46.4,23.14,76.9,2.06
F0059,2025-09-01,10.86,272.7,20.08,85.8,1.34
F0059,2025-09-02,2.14,228.1,22.46,92.6,11.38
F0059,2025-09-03,2.94,36.7,21.13,76.0,7.71
F0059,2025-09-04,8.95,33.4,22.79,80.1,3.56
F0059,2025-09-05,6.78,271.6,23.89,92.4,6.04
F0059,2025-09-06,6.0,52.7,17.51,82.8,0.0
F0059,2025-09-07,12.29,304.7,21.15,82.7,0.0
F0059,2025-09-08,5.63,338.4,19.56,75.4,1.93
F0059,2025-09-09,9.79,67.2,20.91,82.1,0.52
F0059,2025-09-10,6.23,293.4,19.24,83.6,40.5
F0059,2025-09-11,10.28,297.3,19.04,84.7,5.2
F0059,2025-09-12,7.82,71.0,19.79,79.6,10.76
F0059,2025-09-13,8.12,230.4,22.76,87.0,25.48
F0059,2025-09-14,5.24,4.0,23.19,85.5,4.98
F0059,2025-09-15,8.57,7.0,21.29,88.6,14.1
F0059,2025-09-16,4.99,252.7,20.94,93.2,2.52
F0059,2025-09-17,4.86,294.9,18.14,81.3,4.13
F0059,2025-09-18,6.32,359.6,23.46,81.4,0.99
F0059,2025-09-19,20.37,23.3,21.71,82.9,13.91
F0059,2025-09-20,7.98,3.0,19.03,77.3,5.18
F0059,2025-09-21,5.69,326.8,22.79,87.0,1.26
F0059,2025-09-22,2.65,4.1,19.43,73.7,0.0
F0059,2025-09-23,4.36,324.8,22.73,89.4,0.64
F0059,2025-09-24,6.96,314.9,20.0,86.2,0.0
F0059,2025-09-25,1.96,332.0,21.71,89.0,14.95
F0059,2025-09-26,13.4,347.9,19.34,77.4,0.49
F0059,2025-09-27,4.01,325.7,23.23,83.2,13.47
F0059,2025-09-28,7.96,17.5,19.86,83.2,0.0
F0059,2025-09-29,3.07,344.8,22.08,79.6,5.19
F0059,2025-09-30,4.08,111.8,21.87,79.0,9.52
F0059,2025-10-01,5.69,305.5,24.16,76.2,0.0
F0059,2025-10-02,13.2,125.0,24.11,77.3,0.0
F0059,2025-10-03,6.85,228.0,21.48,84.4,0.0
F0059,2025-10-04,9.51,346.9,22.62,70.6,0.0
F0059,2025-10-05,6.71,68.5,18.36,79.4,2.03
F0059,2025-10-06,3.83,359.0,23.56,77.7,0.0
F0059,2025-10-07,7.21,308.8,23.09,85.9,5.2
F0059,2025-10-08,10.52,72.2,21.16,81.4,4.67
F0059,2025-10-09,14.36,296.7,24.08,84.9,5.82
F0059,2025-10-10,8.63,1.3,23.42,79.8,0.0
F0059,2025-10-11,2.9,39.2,20.76,75.8,0.0
F0059,2025-10-12,10.71,341.7,20.27,78.8,0.0
F0059,2025-10-13,9.67,118.7,24.07,69.0,7.57
F0059,2025-10-14,5.42,348.1,25.61,88.0,4.84
F0059,2025-10-15,3.06,16.0,21.64,85.9,2.65
F0059,2025-10-16,11.29,269.9,23.11,79.4,0.0
F0059,2025-10-17,6.95,25.7,19.4,80.5,0.0
F0059,2025-10-18,4.88,11.8,21.42,75.4,0.0
F0059,2025-10-19,4.22,308.0,21.85,81.8,3.74
F0059,2025-10-20,11.49,233.4,19.95,83.5,16.66
F0059,2025-10-21,1.62,212.4,24.76,74.7,0.01
F0059,2025-10-22,20.93,50.4,22.15,80.8,0.0
F0059,2025-10-23,9.28,355.5,22.07,85.8,0.0
F0059,2025-10-24,5.42,154.1,21.3,80.6,0.0
F0059,2025-10-25,4.42,35.3,23.49,69.1,0.0
F0059,2025-10-26,8.52,0.5,22.17,73.8,0.0
F0059,2025-10-27,9.83,324.5,23.28,75.9,0.59
F0059,2025-10-28,6.43,113.3,22.92,71.5,0.0
F0059,2025-10-29,5.57,54.9,22.2,76.3,0.0
F0059,2025-10-30,9.32,73.5,21.64,77.4,8.11
F0059,2025-10-31,3.68,24.6,21.24,69.8,0.0
F0059,2025-11-01,10.25,5.0,21.0,77.2,0.0
F0059,2025-11-02,7.81,270.2,21.65,88.6,0.23
F0059,2025-11-03,1.76,359.4,23.92,77.8,6.85
F0059,2025-11-04,9.27,301.3,21.25,92.4,33.15
F0059,2025-11-05,9.28,311.1,24.99,82.0,20.28
F0059,2025-11-06,14.58,157.9,21.72,83.5,10.77
F0059,2025-11-07,9.42,32.3,23.81,69.4,11.65
F0059,2025-11-08,10.03,0.2,22.67,73.9,0.52
F0059,2025-11-09,6.41,309.6,19.73,73.4,9.22
F0059,2025-11-10,11.4,319.6,20.69,64.5,1.32
F0059,2025-11-11,5.5,45.9,23.29,70.5,0.0
F0059,2025-11-12,4.01,344.2,24.03,75.7,0.0
F0059,2025-11-13,18.77,13.2,21.41,85.7,0.0
F0059,2025-11-14,14.64,97.7,22.16,67.1,0.0
F0059,2025-11-15,4.25,359.1,22.99,79.5,5.56
F0059,2025-11-16,7.02,74.5,23.79,84.0,16.59
F0059,2025-11-17,6.3,311.4,25.96,77.7,0.0
F0059,2025-11-18,9.85,15.9,23.01,83.8,2.3
F0059,2025-11-19,14.25,62.6,23.97,70.7,0.0
F0059,2025-11-20,9.54,20.8,26.25,72.2,0.68
F0059,2025-11-21,4.47,285.4,22.12,71.2,0.0
F0059,2025-11-22,11.97,224.6,21.96,79.0,7.58
F0059,2025-11-23,3.97,67.9,25.22,74.1,0.0
F0059,2025-11-24,9.86,288.9,23.0,76.0,16.6
F0059,2025-11-25,5.54,333.0,22.72,78.0,0.0
F0059,2025-11-26,2.7,15.5,22.86,61.7,0.0
F0059,2025-11-27,19.45,337.2,21.4,76.2,0.0
F0059,2025-11-28,10.74,253.9,18.71,84.7,0.0
F0059,2025-11-29,6.75,58.7,24.43,68.4,0.0
F0059,2025-11-30,16.83,339.3,27.7,64.0,0.0
F0059,2025-12-01,4.24,51.4,21.44,79.9,11.22
F0059,2025-12-02,12.14,9.7,26.37,74.3,23.45
F0059,2025-12-03,21.11,71.2,24.9,81.6,9.93
F0059,2025-12-04,10.57,31.2,22.99,72.3,0.0
F0059,2025-12-05,17.48,283.5,22.35,69.7,0.0
F0059,2025-12-06,7.2,86.8,22.47,60.6,0.0
F0059,2025-12-07,17.62,55.6,25.06,81.5,0.0
F0059,2025-12-08,14.5,322.3,22.32,82.8,0.0
F0059,2025-12-09,5.82,137.5,21.26,76.0,5.65
F0059,2025-12-10,7.0,351.8,23.53,75.8,0.0
F0059,2025-12-11,7.72,37.9,23.76,71.7,0.0
F0059,2025-12-12,10.55,2.9,23.61,77.9,6.43
F0059,2025-12-13,8.72,15.8,21.46,74.8,0.0
F0059,2025-12-14,13.46,328.3,26.45,63.2,6.25
F0059,2025-12-15,9.64,33.6,24.05,69.5,0.0
F0059,2025-12-16,6.39,261.1,25.36,83.2,7.5
F0059,2025-12-17,3.98,7.6,25.88,72.7,13.84
F0059,2025-12-18,13.3,44.9,25.14,77.1,0.0
F0059,2025-12-19,5.07,290.2,24.52,79.8,0.0
F0059,2025-12-20,13.49,27.9,27.35,71.5,0.0
F0059,2025-12-21,21.31,349.9,22.67,68.2,5.19
F0059,2025-12-22,8.66,24.8,24.73,70.5,32.36
F0059,2025-12-23,9.36,107.8,23.39,67.9,0.0
F0059,2025-12-24,6.65,140.1,23.77,64.1,0.0
F0059,2025-12-25,9.11,347.4,25.47,57.8,3.02
F0059,2025-12-26,18.95,352.6,27.68,71.2,0.0
F0059,2025-12-27,10.23,334.7,24.13,72.4,0.0
F0059,2025-12-28,5.46,87.3,23.59,70.0,6.55
F0059,2025-12-29,21.14,337.4,22.53,73.4,0.0
F0059,2025-12-30,4.44,61.6,25.45,68.5,0.0
F0059,2025-12-31,11.98,309.9,21.16,84.7,41.59
F0059,2026-01-01,3.75,296.6,22.78,70.0,0.0
F0059,2026-01-02,14.59,272.3,23.33,72.4,0.0
F0059,2026-01-03,8.07,303.2,28.15,63.3,0.0
F0059,2026-01-04,8.89,11.1,23.08,73.8,0.0
F0059,2026-01-05,9.0,285.9,23.05,71.7,0.0
F0059,2026-01-06,26.24,338.1,26.78,72.2,2.92
F0059,2026-01-07,5.21,121.7,25.11,72.0,0.0
F0059,2026-01-08,1.89,304.6,22.86,73.4,0.0
F0059,2026-01-09,10.16,24.1,20.2,73.2,11.87
F0059,2026-01-10,23.51,21.3,24.68,71.5,0.45
F0059,2026-01-11,12.17,349.5,22.62,69.7,0.0
F0059,2026-01-12,14.14,286.1,24.87,74.3,0.0
F0059,2026-01-13,4.8,40.7,25.15,79.7,0.0
F0059,2026-01-14,18.76,22.4,25.79,80.4,24.68
F0059,2026-01-15,11.53,220.1,26.17,65.5,0.0
F0059,2026-01-16,9.99,82.3,25.21,59.9,0.0
F0059,2026-01-17,15.22,309.4,25.83,77.7,0.0
F0059,2026-01-18,16.89,230.6,23.46,67.1,0.0
F0059,2026-01-19,6.2,14.7,25.15,68.6,18.95
F0059,2026-01-20,8.39,322.4,24.8,70.9,0.0
F0059,2026-01-21,9.64,352.2,27.49,77.9,0.0
F0059,2026-01-22,3.1,320.2,26.42,68.3,0.0
F0059,2026-01-23,11.23,302.2,24.75,73.2,0.0
F0059,2026-01-24,9.57,357.1,27.01,68.7,0.0
F0059,2026-01-25,9.43,5.4,25.77,74.4,0.0
F0059,2026-01-26,5.37,345.2,25.1,57.3,0.0
F0059,2026-01-27,14.6,66.9,24.13,72.2,0.0
F0059,2026-01-28,10.71,15.6,24.4,76.4,0.0
F0059,2026-01-29,7.8,14.5,25.44,85.9,25.05
F0059,2026-01-30,19.68,43.8,23.79,74.3,6.97
F0059,2026-01-31,4.29,310.6,25.51,65.9,0.0
F0059,2026-02-01,8.01,316.5,21.72,76.3,0.0
F0059,2026-02-02,5.16,354.4,23.1,72.2,0.0
F0059,2026-02-03,10.65,349.4,25.2,65.5,0.0
F0059,2026-02-04,6.78,75.8,23.03,79.0,0.0
F0059,2026-02-05,4.2,307.9,23.38,76.4,0.0
F0059,2026-02-06,1.68,338.3,23.97,77.5,0.0
F0059,2026-02-07,23.89,84.1,23.49,74.4,0.0
F0059,2026-02-08,4.67,21.1,24.38,66.2,0.0
F0059,2026-02-09,18.52,119.5,22.13,63.6,0.0
F0059,2026-02-10,14.34,282.9,22.83,75.5,8.07
F0059,2026-02-11,8.64,307.2,23.99,69.8,7.78
F0059,2026-02-12,10.27,34.9,24.12,79.5,2.42
F0059,2026-02-13,6.68,43.8,26.91,78.9,0.0
F0059,2026-02-14,7.4,339.3,24.52,66.2,0.0
F0059,2026-02-15,11.23,273.1,23.61,67.5,0.0
F0059,2026-02-16,6.56,21.9,22.73,69.3,0.0
F0059,2026-02-17,9.84,18.7,23.19,65.2,0.0
F0059,2026-02-18,9.75,54.0,23.25,71.2,0.0
F0059,2026-02-19,13.52,282.3,23.39,63.0,0.0
F0059,2026-02-20,10.23,262.2,24.86,68.8,0.0
F0059,2026-02-21,6.22,22.4,26.49,66.0,0.0
F0059,2026-02-22,17.99,2.4,24.98,76.8,0.0
F0059,2026-02-23,4.05,20.6,24.41,67.8,0.0
F0059,2026-02-24,9.08,28.8,27.95,75.6,27.45
F0059,2026-02-25,6.92,100.8,20.86,65.8,0.0
F0059,2026-02-26,12.48,345.0,25.07,72.1,0.0
F0059,2026-02-27,23.47,2.8,24.48,77.8,14.59
F0059,2026-02-28,16.11,289.4,23.58,66.5,0.0
F0059,2026-03-01,13.0,353.5,25.42,70.8,0.0
F0059,2026-03-02,9.09,122.4,24.97,69.3,0.0
F0059,2026-03-03,9.76,303.9,24.18,73.4,0.0
F0059,2026-03-04,8.66,345.7,19.01,67.2,0.0
F0059,2026-03-05,14.23,41.6,24.77,72.4,5.06
F0059,2026-03-06,2.72,312.5,22.76,70.0,0.0
F0059,2026-03-07,7.57,294.3,24.57,65.3,0.0
F0059,2026-03-08,13.92,243.1,25.0,81.6,23.04
F0059,2026-03-09,17.68,58.3,22.56,71.0,0.0
F0059,2026-03-10,9.81,209.0,23.77,75.7,0.0
F0059,2026-03-11,9.61,323.7,22.96,73.3,0.0
F0059,2026-03-12,6.48,331.1,27.38,76.4,8.46
F0059,2026-03-13,5.07,11.8,22.91,90.4,27.54
F0059,2026-03-14,7.49,285.4,24.75,81.6,0.0
F0059,2026-03-15,12.53,68.3,25.23,64.0,0.0
F0059,2026-03-16,12.84,16.0,23.83,78.3,4.86
F0059,2026-03-17,4.4,25.5,26.35,80.6,0.0
F0059,2026-03-18,9.55,38.8,26.31,74.0,10.96
F0059,2026-03-19,3.5,330.6,21.24,65.3,0.0
F0059,2026-03-20,8.83,287.2,22.68,80.1,0.0
F0059,2026-03-21,10.4,27.2,22.44,69.1,0.0
F0059,2026-03-22,7.07,294.4,22.39,72.1,0.0
F0059,2026-03-23,2.86,4.4,23.67,72.4,0.0
F0059,2026-03-24,9.65,41.4,23.11,83.6,0.0
F0059,2026-03-25,5.96,343.7,24.49,69.2,0.0
F0059,2026-03-26,11.79,348.5,23.84,86.8,0.0
F0059,2026-03-27,7.81,14.7,20.29,82.5,0.0
F0059,2026-03-28,7.06,329.4,24.24,82.0,9.17
F0059,2026-03-29,7.02,32.5,24.26,72.5,2.0
F0059,2026-03-30,10.35,60.6,23.83,80.3,9.38
F0059,2026-03-31,15.05,2.9,21.42,82.1,16.48
F0059,2026-04-01,6.87,150.4,20.98,73.7,1.14
F0059,2026-04-02,3.73,62.4,25.09,82.5,0.0
F0059,2026-04-03,7.02,44.7,22.59,70.5,0.0
F0059,2026-04-04,7.66,292.5,19.92,82.6,6.73
F0059,2026-04-05,5.39,358.3,21.1,78.1,0.0
F0059,2026-04-06,4.7,274.3,21.73,75.4,0.0
F0059,2026-04-07,5.31,60.3,24.92,79.5,0.0
F0059,2026-04-08,5.65,256.0,25.58,82.1,7.31
F0059,2026-04-09,13.06,292.3,25.73,77.5,0.0
F0059,2026-04-10,14.11,76.4,25.15,85.7,4.76
F0059,2026-04-11,15.97,319.4,21.73,74.9,0.0
F0059,2026-04-12,12.21,334.7,24.25,80.7,18.39
F0059,2026-04-13,5.1,25.5,22.81,71.3,11.71
F0059,2026-04-14,12.77,12.3,20.7,79.1,0.0
F0059,2026-04-15,8.74,307.0,20.34,74.9,0.0
F0059,2026-04-16,5.39,48.5,21.96,74.2,0.0
F0059,2026-04-17,12.22,249.5,23.03,78.0,13.64
F0059,2026-04-18,2.75,323.7,20.2,70.1,0.0
F0059,2026-04-19,8.73,61.9,17.99,80.1,0.0
F0059,2026-04-20,8.61,328.8,20.48,80.0,3.37
F0059,2026-04-21,3.65,359.0,22.04,83.8,11.53
F0059,2026-04-22,2.66,7.5,20.32,81.7,49.89
F0059,2026-04-23,7.09,31.1,21.43,83.0,0.0
F0059,2026-04-24,4.98,297.7,24.06,86.5,4.39
F0059,2026-04-25,17.21,2.1,21.64,80.9,0.0
F0059,2026-04-26,10.6,45.5,21.64,81.4,0.0
F0059,2026-04-27,3.59,327.6,22.28,79.0,0.0
F0059,2026-04-28,9.11,328.2,22.62,85.8,0.8
F0059,2026-04-29,4.09,311.9,23.09,75.1,0.0
F0059,2026-04-30,11.65,347.1,22.41,76.6,0.66
F0059,2026-05-01,2.68,60.7,22.08,80.8,0.0
F0059,2026-05-02,2.69,298.6,21.33,79.9,0.0
F0059,2026-05-03,10.61,18.7,20.2,91.8,3.01
F0059,2026-05-04,8.55,323.0,21.29,86.9,14.58
F0059,2026-05-05,7.9,40.8,21.14,77.7,2.5
F0059,2026-05-06,9.91,339.0,21.86,78.8,4.74
F0059,2026-05-07,3.18,338.3,21.26,86.5,0.0
F0059,2026-05-08,8.81,332.2,19.72,87.5,9.73
F0059,2026-05-09,7.83,246.9,24.16,80.8,0.0
F0059,2026-05-10,1.63,30.3,21.62,91.0,40.86
F0059,2026-05-11,7.04,308.1,21.29,85.1,2.89
F0059,2026-05-12,7.47,312.2,19.04,83.6,15.32
F0059,2026-05-13,8.85,76.7,19.06,82.5,7.28
F0059,2026-05-14,9.52,300.4,19.74,73.2,0.0
F0059,2026-05-15,15.82,11.1,21.11,80.7,22.93
F0059,2026-05-16,6.76,31.9,23.61,77.7,3.01
F0059,2026-05-17,11.25,27.9,20.55,79.5,0.0
F0059,2026-05-18,12.65,76.8,18.76,84.8,5.04
F0059,2026-05-19,10.31,266.7,22.62,76.6,0.47
F0059,2026-05-20,3.12,16.3,20.65,90.7,15.92
F0059,2026-05-21,4.73,1.4,20.3,89.0,15.05
F0059,2026-05-22,9.39,62.5,19.35,78.4,4.08
F0059,2026-05-23,5.91,280.4,22.31,89.6,2.95
F0059,2026-05-24,2.67,39.4,21.77,79.8,0.0
F0059,2026-05-25,10.04,287.0,22.29,84.7,0.0
F0059,2026-05-26,2.23,323.7,21.74,86.4,0.0
F0059,2026-05-27,5.56,99.2,20.63,86.4,0.0
F0059,2026-05-28,5.29,65.5,22.54,84.5,6.68
F0059,2026-05-29,7.26,291.1,21.3,99.8,11.2
F0059,2026-05-30,8.99,319.0,18.59,79.0,8.56
F0059,2026-05-31,8.95,262.4,20.91,85.4,0.76
F0059,2026-06-01,3.55,42.3,21.76,90.1,2.78
F0059,2026-06-02,4.97,322.1,21.82,97.8,41.92
F0059,2026-06-03,5.11,312.6,21.17,83.9,4.97
F0059,2026-06-04,8.55,320.9,17.54,93.9,21.37
F0059,2026-06-05,2.58,344.5,22.96,79.3,0.0
F0059,2026-06-06,3.92,36.7,19.1,83.3,4.54
F0059,2026-06-07,1.69,330.4,21.77,86.0,8.74
F0059,2026-06-08,2.95,276.6,20.6,86.3,24.28
F0059,2026-06-09,2.86,275.6,20.84,77.3,12.81
F0059,2026-06-10,6.64,329.9,21.8,79.8,21.22
F0059,2026-06-11,0.51,300.5,22.29,88.3,0.0
F0059,2026-06-12,5.87,52.9,21.81,84.9,5.19
F0059,2026-06-13,3.24,46.3,18.18,89.0,16.85
F0059,2026-06-14,9.98,52.9,20.94,94.9,10.81
F0059,2026-06-15,5.94,31.4,17.58,85.0,0.0
F0059,2026-06-16,11.48,36.7,18.16,76.6,0.0
F0059,2026-06-17,8.89,359.8,18.62,92.0,7.56
F0059,2026-06-18,6.44,322.8,23.74,82.4,3.73
F0059,2026-06-19,7.74,26.9,19.91,91.6,4.13
F0059,2026-06-20,3.03,346.5,19.36,80.6,0.0
F0059,2026-06-21,2.13,331.9,20.12,82.0,0.0
F0059,2026-06-22,7.18,312.8,22.56,86.8,0.17
F0059,2026-06-23,6.76,47.4,20.09,85.6,0.0
F0059,2026-06-24,8.47,303.9,21.06,83.4,11.36
F0059,2026-06-25,7.1,358.7,24.32,83.8,8.89
F0059,2026-06-26,6.81,83.0,21.25,85.5,13.78
F0059,2026-06-27,8.93,284.4,22.52,83.1,9.73
F0059,2026-06-28,7.1,12.1,19.4,78.1,4.69
F0059,2026-06-29,3.82,290.6,19.33,81.6,1.65
F0059,2026-06-30,9.61,279.9,17.0,83.8,0.0
F0059,2026-07-01,4.95,74.3,21.71,78.7,0.0
F0059,2026-07-02,2.37,355.7,22.97,100.0,31.44
F0059,2026-07-03,3.65,72.6,21.23,91.6,0.26
F0059,2026-07-04,6.07,246.2,18.78,84.3,1.76
F0059,2026-07-05,7.08,333.5,19.77,88.6,2.21
F0059,2026-07-06,2.1,35.0,18.18,91.8,0.0
F0059,2026-07-07,3.18,57.5,18.69,86.9,5.59
F0059,2026-07-08,2.79,358.9,20.54,89.2,0.0
F0059,2026-07-09,1.77,314.7,21.11,90.1,21.8
F0059,2026-07-10,4.25,322.6,19.23,79.5,3.37
F0059,2026-07-11,5.94,353.8,19.08,90.4,3.59
F0059,2026-07-12,13.85,175.8,20.68,87.5,0.0
F0059,2026-07-13,7.51,16.7,19.0,91.7,6.3
F0059,2026-07-14,3.38,344.2,20.54,81.5,2.56
F0059,2026-07-15,11.08,35.8,17.38,80.5,7.53
F0059,2026-07-16,3.06,344.3,20.44,84.2,6.06
F0059,2026-07-17,7.86,223.5,18.7,85.3,0.41
F0059,2026-07-18,1.61,309.7,20.27,86.2,1.43
F0059,2026-07-19,1.77,66.5,17.75,86.5,0.26
F0059,2026-07-20,2.32,315.1,21.21,91.9,9.37
F0059,2026-07-21,2.13,51.6,20.71,93.7,5.13
F0059,2026-07-22,3.04,13.0,19.16,100.0,7.1
F0059,2026-07-23,7.26,0.9,21.28,91.0,14.91
F0059,2026-07-24,3.22,2.4,20.54,89.3,14.72
F0059,2026-07-25,2.52,243.5,20.06,71.8,7.05
F0059,2026-07-26,3.74,3.1,17.51,88.4,5.7
F0059,2026-07-27,4.9,290.4,22.24,88.7,6.18
F0059,2026-07-28,2.12,240.6,19.83,96.5,22.78
F0059,2026-07-29,5.52,334.7,22.26,79.3,0.0
F0059,2026-07-30,8.93,15.0,17.72,78.7,4.78
F0059,2026-07-31,3.51,271.0,24.2,86.5,3.84
F0059,2026-08-01,2.21,307.8,19.62,80.0,0.0
F0059,2026-08-02,3.18,309.6,19.08,87.2,20.02
F0059,2026-08-03,6.87,344.5,22.84,90.4,10.6
F0059,2026-08-04,3.17,344.6,20.15,84.3,4.09
F0059,2026-08-05,3.23,336.7,21.71,92.7,0.0
F0059,2026-08-06,5.22,101.5,21.87,77.0,3.78
F0059,2026-08-07,2.64,67.2,19.62,84.8,0.0
F0059,2026-08-08,7.12,13.7,18.51,91.9,8.43
F0059,2026-08-09,12.43,29.2,22.53,84.1,0.95
F0059,2026-08-10,4.35,278.6,23.4,86.7,5.87
F0059,2026-08-11,2.12,261.8,20.55,90.1,7.44
F0059,2026-08-12,3.71,280.5,18.84,84.3,0.0
F0059,2026-08-13,3.22,17.9,20.53,91.8,4.11
F0059,2026-08-14,12.36,87.6,19.05,88.4,0.0
F0059,2026-08-15,10.17,45.4,20.22,91.4,0.0
F0059,2026-08-16,3.0,187.6,21.03,86.6,12.5
F0059,2026-08-17,2.83,319.8,20.96,95.4,16.55
F0059,2026-08-18,2.83,335.3,20.25,93.3,0.0
F0059,2026-08-19,3.0,43.6,19.91,94.1,0.0
F0059,2026-08-20,2.59,15.6,18.24,87.8,5.33
F0059,2026-08-21,4.07,333.0,19.29,92.1,21.6
F0059,2026-08-22,2.5,349.9,20.68,85.6,21.77
F0059,2026-08-23,6.64,2.1,19.7,76.8,11.7
F0059,2026-08-24,5.69,11.1,20.83,76.5,0.91
F0059,2026-08-25,2.43,9.5,19.75,93.0,1.83
F0059,2026-08-26,11.2,324.8,21.1,82.1,11.49
F0059,2026-08-27,1.83,346.9,20.69,82.9,0.0
F0059,2026-08-28,4.38,339.5,23.73,95.5,29.69
F0059,2026-08-29,11.62,341.4,19.06,72.8,0.0
F0059,2026-08-30,17.33,311.7,20.26,92.2,29.19
F0059,2026-08-31,2.99,331.7,20.87,83.2,2.99
F0060,2025-01-01,14.91,2.0,26.3,63.4,0.0
F0060,2025-01-02,10.27,326.9,23.51,65.2,0.0
F0060,2025-01-03,5.33,358.2,25.25,68.0,0.0
F0060,2025-01-04,5.49,21.7,23.32,70.0,0.0
F0060,2025-01-05,12.77,329.1,24.39,71.5,2.38
F0060,2025-01-06,11.12,26.5,25.23,71.7,0.0
F0060,2025-01-07,7.21,289.4,24.63,72.7,0.0
F0060,2025-01-08,19.74,309.2,25.02,64.6,0.0
F0060,2025-01-09,17.67,31.7,21.07,74.5,0.0
F0060,2025-01-10,14.4,358.3,24.85,75.9,0.0
F0060,2025-01-11,7.0,334.2,24.33,73.1,1.44
F0060,2025-01-12,9.71,257.2,26.33,72.0,0.0
F0060,2025-01-13,7.53,350.9,21.84,83.2,0.0
F0060,2025-01-14,12.2,57.4,22.79,71.5,4.24
F0060,2025-01-15,20.27,349.7,26.52,72.0,0.0
F0060,2025-01-16,11.0,337.7,23.09,62.4,0.0
F0060,2025-01-17,6.84,31.1,22.88,78.5,0.0
F0060,2025-01-18,17.15,1.2,26.26,68.6,0.0
F0060,2025-01-19,4.75,326.3,25.85,77.8,40.2
F0060,2025-01-20,5.72,55.1,24.85,77.5,19.89
F0060,2025-01-21,6.68,311.9,22.56,75.1,0.0
F0060,2025-01-22,12.41,27.3,20.99,72.3,0.75
F0060,2025-01-23,3.97,36.9,23.26,74.2,0.0
F0060,2025-01-24,17.31,280.0,27.13,60.2,0.0
F0060,2025-01-25,7.66,76.6,25.08,72.9,0.0
F0060,2025-01-26,6.06,289.8,23.87,67.2,0.0
F0060,2025-01-27,11.34,355.2,24.53,73.4,0.0
F0060,2025-01-28,6.44,50.2,24.59,81.1,10.15
F0060,2025-01-29,31.69,227.9,22.38,77.0,0.0
F0060,2025-01-30,5.33,124.7,25.63,77.8,0.0
F0060,2025-01-31,7.56,328.2,25.67,66.3,6.59
F0060,2025-02-01,7.76,324.4,26.41,83.4,7.22
F0060,2025-02-02,17.59,311.6,22.05,71.4,1.18
F0060,2025-02-03,13.87,317.9,21.5,76.5,0.0
F0060,2025-02-04,7.87,345.6,22.59,68.8,0.0
F0060,2025-02-05,8.52,343.7,27.26,87.0,27.28
