muestra_id,lote_id,finca_id,agroquimico,kit,tipo_lectura,ppm_detectado,lod_ppm,umbral_ppm,is_detectado,excede_umbral,fecha_muestreo,laboratorio,operador,ppm_simulado_interno
M0006465,L002265,F0039,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04154,0.005,0.05,True,False,2025-07-09,LAB Movil Campana,TEC07,0.04154
M0006466,L002266,F0009,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-08-25,LAB Acopio Norte,TEC04,0.0
M0006467,L002267,F0082,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00328,0.005,0.05,False,False,2025-08-21,LAB Acopio Norte,TEC02,0.00328
M0006468,L002268,F0099,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01041,0.005,0.05,True,False,2026-08-18,LAB Movil Campana,TEC10,0.01041
M0006469,L002269,F0103,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.26099,0.005,0.05,True,True,2026-06-18,LAB Movil Campana,TEC10,0.26099
M0006470,L002270,F0054,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00923,0.005,0.05,True,False,2026-06-09,LAB Acopio Norte,TEC01,0.00923
M0006471,L002271,F0102,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0003,0.005,0.05,False,False,2026-08-15,LAB Acopio Sur,TEC08,0.0003
M0006472,L002272,F0111,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-12-29,LAB Acopio Norte,TEC09,0.0
M0006473,L002273,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-08-22,LAB Acopio Norte,TEC01,0.0
M0006474,L002274,F0102,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00111,0.005,0.05,False,False,2025-10-25,LAB Movil Campana,TEC12,0.00111
M0006475,L002275,F0024,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02517,0.005,0.05,True,False,2026-08-09,LAB Movil Campana,TEC06,0.02517
M0006476,L002276,F0074,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00177,0.005,0.05,False,False,2025-05-16,LAB Movil Campana,TEC03,0.00177
M0006477,L002277,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-19,LAB Movil Campana,TEC04,0.0
M0006478,L002278,F0031,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.07776,0.005,0.05,True,True,2026-05-02,LAB Acopio Norte,TEC02,0.07776
M0006479,L002279,F0076,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00254,0.005,0.05,False,False,2026-06-10,LAB Acopio Norte,TEC07,0.00254
M0006480,L002280,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-28,LAB Movil Campana,TEC06,0.0
M0006481,L002281,F0110,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-20,LAB Acopio Sur,TEC07,0.0
M0006482,L002282,F0111,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-01,LAB Acopio Norte,TEC05,0.0
M0006483,L002283,F0066,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-12-22,LAB Movil Campana,TEC05,0.0
M0006484,L002284,F0016,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0688,0.005,0.05,True,True,2026-05-12,LAB Acopio Sur,TEC11,0.0688
M0006485,L002285,F0053,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00403,0.005,0.05,False,False,2025-07-26,LAB Acopio Norte,TEC10,0.00403
M0006486,L002286,F0055,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-22,LAB Movil Campana,TEC10,0.0
M0006487,L002287,F0016,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00238,0.005,0.05,False,False,2026-05-01,LAB Acopio Sur,TEC09,0.00238
M0006488,L002288,F0070,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02014,0.005,0.05,True,False,2025-04-16,LAB Acopio Sur,TEC07,0.02014
M0006489,L002289,F0108,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00038,0.005,0.05,False,False,2025-02-27,LAB Acopio Sur,TEC04,0.00038
M0006490,L002290,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-03-05,LAB Acopio Norte,TEC08,0.0
M0006491,L002291,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-12-15,LAB Movil Campana,TEC08,0.0
M0006492,L002292,F0088,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-12,LAB Acopio Sur,TEC11,0.0
M0006493,L002293,F0099,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06449,0.005,0.05,True,True,2025-06-30,LAB Movil Campana,TEC06,0.06449
M0006494,L002294,F0103,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03873,0.005,0.05,True,False,2026-07-04,LAB Movil Campana,TEC03,0.03873
M0006495,L002295,F0103,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.1217,0.005,0.05,True,True,2026-07-26,LAB Acopio Norte,TEC06,0.1217
M0006496,L002296,F0112,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-09,LAB Movil Campana,TEC02,0.0
M0006497,L002297,F0022,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06094,0.005,0.05,True,True,2025-08-14,LAB Movil Campana,TEC03,0.06094
M0006498,L002298,F0090,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01049,0.005,0.05,True,False,2025-04-12,LAB Acopio Sur,TEC07,0.01049
M0006499,L002299,F0076,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00161,0.005,0.05,False,False,2026-04-06,LAB Acopio Norte,TEC10,0.00161
M0006500,L002300,F0037,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02055,0.005,0.05,True,False,2026-06-29,LAB Acopio Norte,TEC07,0.02055
M0006501,L002301,F0023,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-20,LAB Acopio Sur,TEC02,0.0
M0006502,L002302,F0060,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03055,0.005,0.05,True,False,2026-06-18,LAB Movil Campana,TEC03,0.03055
M0006503,L002303,F0084,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-08,LAB Acopio Sur,TEC04,0.0
M0006504,L002304,F0026,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03152,0.005,0.05,True,False,2026-05-07,LAB Acopio Norte,TEC05,0.03152
M0006505,L002305,F0062,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00931,0.005,0.05,True,False,2026-06-09,LAB Acopio Norte,TEC07,0.00931
M0006506,L002306,F0101,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00228,0.005,0.05,False,False,2026-05-13,LAB Acopio Sur,TEC08,0.00228
M0006507,L002307,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00155,0.005,0.05,False,False,2026-07-14,LAB Acopio Norte,TEC10,0.00155
M0006508,L002308,F0009,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-20,LAB Movil Campana,TEC11,0.0
M0006509,L002309,F0016,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00101,0.005,0.05,False,False,2025-04-14,LAB Movil Campana,TEC05,0.00101
M0006510,L002310,F0034,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.07176,0.005,0.05,True,True,2025-04-17,LAB Acopio Sur,TEC06,0.07176
M0006511,L002311,F0071,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06728,0.005,0.05,True,True,2025-04-18,LAB Acopio Sur,TEC06,0.06728
M0006512,L002312,F0045,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.40128,0.005,0.05,True,True,2025-02-23,LAB Movil Campana,TEC07,0.40128
M0006513,L002313,F0094,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00207,0.005,0.05,False,False,2025-06-16,LAB Acopio Norte,TEC09,0.00207
M0006514,L002314,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00149,0.005,0.05,False,False,2025-07-15,LAB Movil Campana,TEC09,0.00149
M0006515,L002315,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00106,0.005,0.05,False,False,2025-05-16,LAB Acopio Sur,TEC09,0.00106
M0006516,L002316,F0006,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-05,LAB Acopio Norte,TEC05,0.0
M0006517,L002317,F0054,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00146,0.005,0.05,False,False,2025-09-29,LAB Acopio Norte,TEC09,0.00146
M0006518,L002318,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00264,0.005,0.05,False,False,2026-04-11,LAB Acopio Sur,TEC11,0.00264
M0006519,L002319,F0120,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00208,0.005,0.05,False,False,2025-09-19,LAB Acopio Norte,TEC05,0.00208
M0006520,L002320,F0120,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00396,0.005,0.05,False,False,2025-03-25,LAB Movil Campana,TEC12,0.00396
M0006521,L002321,F0013,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-08-08,LAB Acopio Sur,TEC01,0.0
M0006522,L002322,F0090,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06657,0.005,0.05,True,True,2025-08-29,LAB Movil Campana,TEC07,0.06657
M0006523,L002323,F0022,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-27,LAB Acopio Sur,TEC12,0.0
M0006524,L002324,F0096,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01766,0.005,0.05,True,False,2026-07-03,LAB Acopio Norte,TEC11,0.01766
M0006525,L002325,F0104,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01415,0.005,0.05,True,False,2025-05-15,LAB Movil Campana,TEC02,0.01415
M0006526,L002326,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.08625,0.005,0.05,True,True,2026-05-02,LAB Movil Campana,TEC07,0.08625
M0006527,L002327,F0037,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00337,0.005,0.05,False,False,2025-09-23,LAB Movil Campana,TEC01,0.00337
M0006528,L002328,F0084,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00183,0.005,0.05,False,False,2026-08-10,LAB Acopio Norte,TEC09,0.00183
M0006529,L002329,F0072,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02992,0.005,0.05,True,False,2026-04-20,LAB Acopio Norte,TEC04,0.02992
M0006530,L002330,F0064,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-01-10,LAB Acopio Sur,TEC11,0.0
M0006531,L002331,F0105,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.16544,0.005,0.05,True,True,2025-05-12,LAB Movil Campana,TEC07,0.16544
M0006532,L002332,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-13,LAB Movil Campana,TEC07,0.0
M0006533,L002333,F0116,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-07,LAB Acopio Sur,TEC01,0.0
M0006534,L002334,F0033,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-08-29,LAB Acopio Sur,TEC08,0.0
M0006535,L002335,F0049,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00052,0.005,0.05,False,False,2025-04-23,LAB Acopio Norte,TEC05,0.00052
M0006536,L002336,F0050,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.12896,0.005,0.05,True,True,2026-08-17,LAB Acopio Norte,TEC03,0.12896
M0006537,L002337,F0113,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-18,LAB Acopio Norte,TEC08,0.0
M0006538,L002338,F0074,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.04041,0.005,0.05,True,False,2025-01-16,LAB Movil Campana,TEC01,0.04041
M0006539,L002339,F0006,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00255,0.005,0.05,False,False,2025-06-09,LAB Acopio Norte,TEC04,0.00255
M0006540,L002340,F0044,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00728,0.005,0.05,True,False,2026-07-25,LAB Movil Campana,TEC07,0.00728
M0006541,L002341,F0004,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-08-11,LAB Acopio Norte,TEC06,0.0
M0006542,L002342,F0093,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-20,LAB Movil Campana,TEC09,0.0
M0006543,L002343,F0008,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.06922,0.005,0.05,True,True,2025-04-29,LAB Movil Campana,TEC12,0.06922
M0006544,L002344,F0025,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-20,LAB Acopio Sur,TEC09,0.0
M0006545,L002345,F0064,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00015,0.005,0.05,False,False,2026-05-09,LAB Acopio Sur,TEC10,0.00015
M0006546,L002346,F0047,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0399,0.005,0.05,True,False,2026-05-14,LAB Acopio Sur,TEC04,0.0399
M0006547,L002347,F0085,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02535,0.005,0.05,True,False,2025-08-23,LAB Acopio Sur,TEC12,0.02535
M0006548,L002348,F0027,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.08871,0.005,0.05,True,True,2026-06-07,LAB Movil Campana,TEC11,0.08871
M0006549,L002349,F0081,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.08523,0.005,0.05,True,True,2026-06-12,LAB Acopio Norte,TEC01,0.08523
M0006550,L002350,F0061,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01511,0.005,0.05,True,False,2026-05-20,LAB Acopio Norte,TEC10,0.01511
M0006551,L002351,F0003,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0287,0.005,0.05,True,False,2026-08-21,LAB Acopio Sur,TEC10,0.0287
M0006552,L002352,F0083,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-17,LAB Acopio Sur,TEC06,0.0
M0006553,L002353,F0114,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-08-02,LAB Acopio Norte,TEC04,0.0
M0006554,L002354,F0106,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-27,LAB Acopio Sur,TEC09,0.0
M0006555,L002355,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0331,0.005,0.05,True,False,2025-04-09,LAB Acopio Norte,TEC08,0.0331
M0006556,L002356,F0038,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00202,0.005,0.05,False,False,2025-05-05,LAB Acopio Sur,TEC06,0.00202
M0006557,L002357,F0073,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-13,LAB Acopio Sur,TEC07,0.0
M0006558,L002358,F0016,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00117,0.005,0.05,False,False,2025-07-14,LAB Acopio Sur,TEC07,0.00117
M0006559,L002359,F0001,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00035,0.005,0.05,False,False,2025-06-06,LAB Acopio Sur,TEC06,0.00035
M0006560,L002360,F0093,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00209,0.005,0.05,False,False,2025-07-21,LAB Movil Campana,TEC01,0.00209
M0006561,L002361,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-14,LAB Acopio Sur,TEC04,0.0
M0006562,L002362,F0030,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-15,LAB Movil Campana,TEC10,0.0
M0006563,L002363,F0062,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0008,0.005,0.05,False,False,2026-06-06,LAB Acopio Norte,TEC02,0.0008
M0006564,L002364,F0087,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02609,0.005,0.05,True,False,2025-06-20,LAB Acopio Norte,TEC07,0.02609
M0006565,L002365,F0102,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.001,0.005,0.05,False,False,2025-04-26,LAB Acopio Sur,TEC05,0.001
M0006566,L002366,F0077,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-06-09,LAB Movil Campana,TEC06,0.0
M0006567,L002367,F0109,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00261,0.005,0.05,False,False,2025-06-28,LAB Acopio Norte,TEC03,0.00261
M0006568,L002368,F0063,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-04-11,LAB Acopio Norte,TEC05,0.0
M0006569,L002369,F0034,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00032,0.005,0.05,False,False,2026-07-21,LAB Movil Campana,TEC07,0.00032
M0006570,L002370,F0033,Clorpirifos,ELISA_CPF_96,Cuantitativo,5e-05,0.005,0.05,False,False,2025-07-28,LAB Acopio Sur,TEC05,5e-05
M0006571,L002371,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-05-26,LAB Acopio Norte,TEC06,0.0
M0006572,L002372,F0090,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0868,0.005,0.05,True,True,2026-04-20,LAB Acopio Sur,TEC05,0.0868
M0006573,L002373,F0026,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-05,LAB Acopio Norte,TEC10,0.0
M0006574,L002374,F0098,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00055,0.005,0.05,False,False,2025-09-29,LAB Movil Campana,TEC05,0.00055
M0006575,L002375,F0083,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00071,0.005,0.05,False,False,2026-06-29,LAB Acopio Sur,TEC09,0.00071
M0006576,L002376,F0024,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00068,0.005,0.05,False,False,2025-07-08,LAB Movil Campana,TEC02,0.00068
M0006577,L002377,F0013,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00606,0.005,0.05,True,False,2026-07-17,LAB Acopio Sur,TEC11,0.00606
M0006578,L002378,F0101,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.09107,0.005,0.05,True,True,2026-06-04,LAB Acopio Norte,TEC08,0.09107
M0006579,L002379,F0024,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00062,0.005,0.05,False,False,2026-01-20,LAB Movil Campana,TEC09,0.00062
M0006580,L002380,F0084,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05146,0.005,0.05,True,True,2025-07-20,LAB Acopio Sur,TEC11,0.05146
M0006581,L002381,F0080,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01643,0.005,0.05,True,False,2026-06-28,LAB Movil Campana,TEC08,0.01643
M0006582,L002382,F0069,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-08-29,LAB Movil Campana,TEC08,0.0
M0006583,L002383,F0113,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-15,LAB Movil Campana,TEC11,0.0
M0006584,L002384,F0003,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-12-12,LAB Movil Campana,TEC01,0.0
M0006585,L002385,F0019,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02144,0.005,0.05,True,False,2026-05-09,LAB Movil Campana,TEC07,0.02144
M0006586,L002386,F0071,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.10726,0.005,0.05,True,True,2026-07-08,LAB Acopio Norte,TEC05,0.10726
M0006587,L002387,F0075,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00138,0.005,0.05,False,False,2025-09-27,LAB Acopio Norte,TEC10,0.00138
M0006588,L002388,F0084,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0022,0.005,0.05,False,False,2025-12-25,LAB Acopio Norte,TEC07,0.0022
M0006589,L002389,F0066,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00068,0.005,0.05,False,False,2025-04-17,LAB Movil Campana,TEC05,0.00068
M0006590,L002390,F0051,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00055,0.005,0.05,False,False,2026-05-26,LAB Acopio Sur,TEC06,0.00055
M0006591,L002391,F0006,Clorpirifos,ELISA_CPF_96,Cuantitativo,9e-05,0.005,0.05,False,False,2026-02-27,LAB Movil Campana,TEC04,9e-05
M0006592,L002392,F0033,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.22017,0.005,0.05,True,True,2025-05-12,LAB Acopio Norte,TEC01,0.22017
M0006593,L002393,F0008,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00865,0.005,0.05,True,False,2026-04-10,LAB Movil Campana,TEC12,0.00865
M0006594,L002394,F0072,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00054,0.005,0.05,False,False,2026-05-25,LAB Acopio Sur,TEC07,0.00054
M0006595,L002395,F0111,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05987,0.005,0.05,True,True,2025-09-28,LAB Movil Campana,TEC08,0.05987
M0006596,L002396,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00184,0.005,0.05,False,False,2025-06-01,LAB Acopio Norte,TEC06,0.00184
M0006597,L002397,F0017,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01941,0.005,0.05,True,False,2026-08-08,LAB Acopio Sur,TEC11,0.01941
M0006598,L002398,F0034,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00036,0.005,0.05,False,False,2026-04-09,LAB Movil Campana,TEC10,0.00036
M0006599,L002399,F0107,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.10132,0.005,0.05,True,True,2026-04-14,LAB Movil Campana,TEC09,0.10132
M0006600,L002400,F0086,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01131,0.005,0.05,True,False,2025-05-21,LAB Acopio Sur,TEC04,0.01131
M0006601,L002401,F0108,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0013,0.005,0.05,False,False,2025-05-13,LAB Movil Campana,TEC06,0.0013
M0006602,L002402,F0028,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0011,0.005,0.05,False,False,2026-08-20,LAB Acopio Sur,TEC02,0.0011
M0006603,L002403,F0008,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03209,0.005,0.05,True,False,2026-08-09,LAB Acopio Sur,TEC01,0.03209
M0006604,L002404,F0040,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-09-06,LAB Acopio Norte,TEC11,0.0
M0006605,L002405,F0024,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-08,LAB Acopio Norte,TEC10,0.0
M0006606,L002406,F0098,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05272,0.005,0.05,True,True,2026-08-05,LAB Acopio Norte,TEC03,0.05272
M0006607,L002407,F0059,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01459,0.005,0.05,True,False,2026-03-20,LAB Movil Campana,TEC10,0.01459
M0006608,L002408,F0051,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01441,0.005,0.05,True,False,2025-09-29,LAB Movil Campana,TEC08,0.01441
M0006609,L002409,F0104,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.45446,0.005,0.05,True,True,2025-05-21,LAB Acopio Sur,TEC03,0.45446
M0006610,L002410,F0045,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.60887,0.005,0.05,True,True,2026-06-08,LAB Acopio Sur,TEC12,0.60887
M0006611,L002411,F0031,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0353,0.005,0.05,True,False,2025-06-23,LAB Acopio Norte,TEC01,0.0353
M0006612,L002412,F0013,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-07-26,LAB Acopio Sur,TEC06,0.0
M0006613,L002413,F0091,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.01337,0.005,0.05,True,False,2025-04-22,LAB Acopio Norte,TEC01,0.01337
M0006614,L002414,F0099,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.1389,0.005,0.05,True,True,2025-06-13,LAB Acopio Norte,TEC02,0.1389
M0006615,L002415,F0098,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00211,0.005,0.05,False,False,2025-09-17,LAB Acopio Norte,TEC12,0.00211
M0006616,L002416,F0055,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-15,LAB Acopio Sur,TEC07,0.0
M0006617,L002417,F0001,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-12,LAB Acopio Sur,TEC09,0.0
M0006618,L002418,F0002,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-04-28,LAB Acopio Norte,TEC03,0.0
M0006619,L002419,F0010,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-06-29,LAB Acopio Sur,TEC12,0.0
M0006620,L002420,F0108,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0021,0.005,0.05,False,False,2025-02-19,LAB Acopio Norte,TEC10,0.0021
M0006621,L002421,F0093,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2026-03-28,LAB Acopio Norte,TEC11,0.0
M0006622,L002422,F0102,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02002,0.005,0.05,True,False,2025-09-09,LAB Movil Campana,TEC09,0.02002
M0006623,L002423,F0106,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.05999,0.005,0.05,True,True,2026-08-24,LAB Movil Campana,TEC02,0.05999
M0006624,L002424,F0102,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-07-17,LAB Acopio Sur,TEC03,0.0
M0006625,L002425,F0018,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.02172,0.005,0.05,True,False,2026-06-20,LAB Acopio Norte,TEC02,0.02172
M0006626,L002426,F0034,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00223,0.005,0.05,False,False,2025-07-20,LAB Movil Campana,TEC03,0.00223
M0006627,L002427,F0119,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.03565,0.005,0.05,True,False,2026-04-09,LAB Acopio Sur,TEC06,0.03565
M0006628,L002428,F0014,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.00251,0.005,0.05,False,False,2025-04-17,LAB Movil Campana,TEC06,0.00251
M0006629,L002429,F0044,Clorpirifos,ELISA_CPF_96,Cuantitativo,0.0,0.005,0.05,False,False,2025-05-22,LAB Acopio Sur,TEC05,0.0
