finca_id,fecha,viento_medio_kmh,viento_max_kmh,direccion_media_deg,precipitacion_acum_mm,temperatura_media_c,humedad_media_pct,dias_sin_lluvia
F0072,2026-03-17,9.109,15.46,343.084,78.1,23.748,74.513,6
F0072,2026-03-18,9.232,15.46,343.455,78.1,23.953,74.98,7
F0072,2026-03-19,9.108,15.46,341.616,95.73,24.047,74.807,0
F0072,2026-03-20,9.15,15.46,340.139,100.77,23.936,74.76,0
F0072,2026-03-21,8.524,15.46,335.865,81.04,24.059,74.433,1
F0072,2026-03-22,8.142,15.46,342.364,86.31,24.29,74.48,0
F0072,2026-03-23,8.41,15.46,335.261,41.03,24.319,74.48,1
F0072,2026-03-24,8.469,16.35,353.95,41.21,23.929,74.793,2
F0072,2026-03-25,8.402,16.35,356.543,41.21,23.764,75.26,3
F0072,2026-03-26,8.406,16.35,5.488,30.32,23.477,75.66,4
F0072,2026-03-27,8.202,16.35,8.797,30.32,23.405,75.607,5
F0072,2026-03-28,8.046,16.35,4.359,30.32,23.335,75.947,6
F0072,2026-03-29,8.525,16.35,0.863,29.4,23.47,76.68,7
F0072,2026-03-30,8.378,16.35,3.27,29.4,23.49,76.92,8
F0072,2026-03-31,8.426,16.35,5.362,29.4,23.505,76.933,9
F0072,2026-04-01,8.859,16.35,358.512,47.93,23.499,77.293,0
F0072,2026-04-02,8.512,16.35,352.42,47.93,23.48,76.527,1
F0072,2026-04-03,8.219,16.35,348.887,38.87,23.342,76.393,0
F0072,2026-04-04,8.197,16.35,355.267,34.01,23.179,76.58,1
F0072,2026-04-05,8.408,16.35,359.754,82.07,23.19,77.44,0
F0072,2026-04-06,8.093,16.35,359.397,75.52,23.029,76.873,1
F0072,2026-04-07,7.915,16.35,1.196,75.52,22.929,76.08,2
F0072,2026-04-08,7.553,14.91,357.224,79.61,23.388,76.56,0
F0072,2026-04-09,7.515,14.91,356.48,79.61,23.238,76.227,1
F0072,2026-04-10,7.141,14.91,354.838,88.22,23.525,76.333,0
F0072,2026-04-11,7.365,14.91,349.877,88.22,23.64,76.333,1
F0072,2026-04-12,7.051,14.91,354.091,96.76,23.763,76.653,0
F0072,2026-04-13,6.754,14.91,359.51,100.66,23.635,76.393,0
F0072,2026-04-14,6.771,14.91,359.234,100.66,23.56,76.287,1
F0072,2026-04-15,7.148,14.91,3.917,103.57,23.379,76.54,0
F0072,2026-04-16,6.581,12.67,13.107,85.04,23.059,76.06,1
F0072,2026-04-17,6.539,12.67,14.507,88.67,23.011,76.573,0
F0072,2026-04-18,6.924,12.67,21.527,80.1,23.111,76.86,1
F0072,2026-04-19,7.067,12.67,16.102,90.09,23.211,76.727,0
F0072,2026-04-20,6.782,12.67,18.698,56.06,23.231,76.393,0
F0072,2026-04-21,7.459,12.67,13.629,71.53,23.196,77.4,0
F0072,2026-04-22,7.718,12.67,11.06,73.78,23.017,77.453,0
F0072,2026-04-23,7.899,13.63,10.892,77.98,22.715,77.487,0
F0072,2026-04-24,7.441,13.63,6.359,116.22,22.802,79.12,0
F0072,2026-04-25,7.615,13.63,4.651,107.61,22.559,79.82,1
F0072,2026-04-26,8.047,15.26,10.454,112.01,22.404,80.82,0
F0072,2026-04-27,8.201,15.26,12.457,112.41,22.129,80.667,0
F0072,2026-04-28,8.07,15.26,11.735,122.27,22.046,81.04,0
F0072,2026-04-29,8.123,15.26,7.465,123.89,22.047,81.28,0
F0072,2026-04-30,7.737,15.26,359.226,124.07,21.851,81.507,0
F0072,2026-05-01,8.089,15.26,0.259,128.15,21.887,81.773,0
F0072,2026-05-02,8.048,15.26,355.729,128.29,21.887,82.227,0
F0072,2026-05-03,7.925,15.26,351.598,133.18,21.898,82.787,0
F0072,2026-05-04,8.655,18.71,339.199,124.67,21.919,83.26,0
F0072,2026-05-05,8.857,18.71,336.808,113.03,21.587,83.227,0
F0072,2026-05-06,8.497,18.71,337.701,100.8,21.757,82.927,0
F0072,2026-05-07,8.376,18.71,342.7,98.55,21.741,82.94,1
F0072,2026-05-08,8.095,18.71,333.507,108.54,21.72,83.667,0
F0072,2026-05-09,8.46,18.71,334.018,70.3,21.757,82.353,1
F0072,2026-05-10,8.41,18.71,335.136,92.39,21.827,82.427,0
F0072,2026-05-11,7.663,18.71,327.868,112.7,21.623,82.413,0
F0072,2026-05-12,7.501,18.71,325.357,104.08,21.745,82.027,1
F0072,2026-05-13,7.945,18.71,325.937,106.2,21.737,81.98,0
F0072,2026-05-14,7.821,18.71,333.917,104.58,21.664,81.807,1
F0072,2026-05-15,7.854,18.71,341.708,111.7,21.629,82.413,0
F0072,2026-05-16,7.849,18.71,334.333,125.05,21.649,82.487,0
F0072,2026-05-17,7.781,18.71,338.075,121.28,21.402,81.647,1
F0072,2026-05-18,7.695,18.71,335.423,117.88,21.394,81.533,0
F0072,2026-05-19,6.842,11.63,348.168,127.82,21.349,81.767,0
F0072,2026-05-20,7.203,13.32,348.775,128.42,21.583,81.807,0
F0072,2026-05-21,7.101,13.32,351.083,125.31,21.337,81.753,1
F0072,2026-05-22,7.174,13.32,354.109,125.81,21.355,81.813,2
F0072,2026-05-23,6.779,13.32,358.35,107.35,21.397,81.32,3
F0072,2026-05-24,6.464,13.32,0.78,115.83,21.081,81.507,0
F0072,2026-05-25,6.605,13.32,359.73,95.33,20.947,81.467,0
F0072,2026-05-26,6.678,13.32,358.545,76.3,20.944,80.96,0
F0072,2026-05-27,6.831,13.32,1.122,92.44,20.977,82.233,0
F0072,2026-05-28,6.703,13.32,4.949,76.65,21.085,81.947,1
F0072,2026-05-29,7.075,13.32,9.1,77.13,21.25,82.373,2
F0072,2026-05-30,6.855,13.32,7.397,66.92,21.249,82.473,3
F0072,2026-05-31,6.636,13.32,8.595,78.27,21.113,83.067,0
F0072,2026-06-01,6.8,13.32,9.277,78.27,21.329,83.807,1
F0072,2026-06-02,6.777,13.32,10.664,83.76,21.097,83.56,0
F0072,2026-06-03,6.679,13.32,13.118,75.0,21.192,83.233,0
F0072,2026-06-04,5.905,12.22,16.753,88.68,21.024,83.147,0
F0072,2026-06-05,5.902,12.22,17.972,88.55,21.05,83.62,1
F0072,2026-06-06,5.816,12.22,15.771,92.67,20.921,85.093,0
F0072,2026-06-07,5.84,12.22,17.531,98.04,20.647,84.993,0
F0072,2026-06-08,6.092,12.22,11.185,95.93,21.026,85.267,0
F0072,2026-06-09,5.781,12.22,14.631,99.24,21.109,85.393,0
F0072,2026-06-10,5.773,12.22,22.62,93.56,21.177,85.3,1
F0072,2026-06-11,5.465,12.22,19.695,81.31,20.941,84.52,0
F0072,2026-06-12,5.299,12.22,17.538,88.48,20.798,85.3,0
F0072,2026-06-13,4.638,8.35,12.954,88.57,20.745,85.793,1
F0072,2026-06-14,5.026,9.89,5.071,90.26,20.778,85.3,0
F0072,2026-06-15,4.72,9.89,18.911,69.16,21.117,84.593,0
F0072,2026-06-16,4.482,9.89,18.969,79.57,21.009,85.527,0
F0072,2026-06-17,4.576,9.89,23.815,91.71,21.067,86.34,0
F0072,2026-06-18,4.836,9.89,22.928,88.87,20.655,86.653,1
F0072,2026-06-19,5.035,9.89,23.263,72.2,20.865,86.627,2
F0072,2026-06-20,5.483,11.61,9.628,72.2,20.851,86.8,3
F0072,2026-06-21,5.731,11.61,359.333,75.05,20.833,85.9,0
F0072,2026-06-22,5.694,11.61,356.531,69.68,21.04,85.873,1
F0072,2026-06-23,5.949,11.61,359.69,85.16,20.862,86.307,0
F0072,2026-06-24,6.313,11.61,355.289,97.04,20.743,86.133,0
F0072,2026-06-25,6.371,11.61,351.655,102.84,20.751,86.88,0
F0072,2026-06-26,6.633,11.61,355.084,109.94,20.979,87.267,0
F0072,2026-06-27,6.517,11.61,357.027,124.32,21.121,87.46,0
F0072,2026-06-28,6.927,11.61,350.021,123.75,21.062,87.28,1
F0072,2026-06-29,6.545,11.61,354.177,123.97,21.116,88.0,0
F0072,2026-06-30,6.666,11.61,353.102,130.69,20.816,88.82,0
F0072,2026-07-01,6.752,11.61,349.984,120.28,20.757,88.8,1
F0072,2026-07-02,6.939,11.61,353.036,128.16,20.89,89.127,0
F0072,2026-07-03,6.675,11.61,349.056,131.77,21.113,89.18,0
F0072,2026-07-04,6.803,11.61,345.696,136.14,20.791,89.313,0
F0072,2026-07-05,6.367,10.44,350.713,138.27,20.896,88.96,0
F0072,2026-07-06,6.008,10.44,359.69,132.25,21.243,88.607,0
F0072,2026-07-07,6.362,10.44,3.4,137.08,21.149,89.447,0
F0072,2026-07-08,5.975,8.66,11.304,115.49,21.192,89.107,1
F0072,2026-07-09,6.165,11.51,4.607,111.62,21.273,88.82,0
F0072,2026-07-10,5.908,11.51,3.681,105.82,21.314,88.567,1
F0072,2026-07-11,6.012,11.51,0.833,95.98,21.118,88.327,0
F0072,2026-07-12,6.377,11.51,7.224,74.34,20.879,87.48,1
F0072,2026-07-13,5.973,11.51,12.761,112.47,20.744,87.78,0
F0072,2026-07-14,5.93,11.51,14.604,111.36,20.625,87.093,1
F0072,2026-07-15,6.0,11.51,17.374,102.03,20.823,86.167,0
F0072,2026-07-16,6.305,11.51,19.293,106.32,20.889,85.527,0
F0072,2026-07-17,5.991,11.51,13.261,86.01,20.747,85.52,0
F0072,2026-07-18,6.371,11.51,7.406,83.07,20.459,85.807,1
F0072,2026-07-19,6.193,11.51,9.768,113.33,20.557,87.107,0
F0072,2026-07-20,6.402,11.51,15.548,115.63,20.473,86.273,0
F0072,2026-07-21,6.295,11.51,12.29,126.0,20.313,87.253,0
F0072,2026-07-22,5.948,11.51,6.739,124.96,20.395,86.773,0
F0072,2026-07-23,6.223,11.51,5.347,132.74,20.375,86.813,0
F0072,2026-07-24,5.782,10.09,12.254,120.97,20.365,87.253,0
F0072,2026-07-25,5.867,10.09,12.107,136.37,20.432,87.3,0
F0072,2026-07-26,5.762,10.09,16.06,134.9,20.565,86.407,1
F0072,2026-07-27,5.793,10.22,11.257,143.83,20.677,86.96,0
F0072,2026-07-28,5.79,10.22,10.992,109.36,20.731,86.487,0
F0072,2026-07-29,5.849,10.22,14.29,109.18,20.687,86.947,1
F0072,2026-07-30,5.625,10.22,8.669,104.61,20.534,86.633,2
F0072,2026-07-31,5.18,10.22,11.162,100.83,20.379,86.833,3
F0072,2026-08-01,5.289,10.22,10.797,94.14,20.267,85.7,4
F0072,2026-08-02,4.895,10.22,16.3,93.47,20.549,85.153,5
F0072,2026-08-03,4.692,10.22,18.523,58.84,20.639,83.727,6
F0072,2026-08-04,4.305,10.22,9.946,54.41,20.643,83.847,7
F0072,2026-08-05,4.537,10.22,4.918,44.87,20.593,82.947,0
F0072,2026-08-06,4.516,10.22,9.394,46.15,20.595,82.78,0
F0072,2026-08-07,4.331,10.22,357.713,69.75,20.865,83.5,0
F0072,2026-08-08,4.908,13.54,20.434,68.61,20.883,83.207,1
F0072,2026-08-09,4.947,13.54,19.547,53.86,20.783,83.233,2
F0072,2026-08-10,4.859,13.54,4.92,63.43,20.547,84.98,0
F0072,2026-08-11,4.624,13.54,5.253,76.37,20.715,85.12,0
F0072,2026-08-12,4.822,13.54,5.213,100.77,20.83,85.447,0
F0072,2026-08-13,4.755,13.54,357.744,104.35,20.891,84.7,0
F0072,2026-08-14,5.029,13.54,5.689,112.52,20.994,85.633,0
F0072,2026-08-15,5.472,13.54,13.241,120.2,21.158,85.307,0
F0072,2026-08-16,5.186,13.54,11.645,134.79,21.509,85.72,0
F0072,2026-08-17,5.066,13.54,13.205,136.39,21.543,85.867,0
F0072,2026-08-18,5.266,13.54,15.801,136.54,21.401,86.26,1
F0072,2026-08-19,5.566,13.54,14.321,139.73,21.23,86.933,0
F0072,2026-08-20,5.713,13.54,17.595,149.13,21.225,87.373,0
F0072,2026-08-21,6.077,13.54,14.272,147.82,21.189,86.707,0
F0072,2026-08-22,6.009,13.54,14.568,118.94,21.004,86.38,0
F0072,2026-08-23,5.419,9.28,5.335,120.34,21.126,86.04,0
F0072,2026-08-24,5.705,9.28,1.454,122.83,21.078,85.507,0
F0072,2026-08-25,5.806,9.28,4.801,122.77,21.012,84.213,0
F0072,2026-08-26,5.658,9.28,0.004,113.16,20.815,84.16,0
F0072,2026-08-27,5.97,10.01,1.396,85.1,20.78,83.44,1
F0072,2026-08-28,5.901,10.01,2.803,81.25,20.71,84.007,2
F0072,2026-08-29,5.818,10.01,0.964,84.0,20.62,84.407,0
F0072,2026-08-30,5.313,10.01,353.909,84.74,20.53,85.113,0
F0072,2026-08-31,5.509,10.01,354.855,70.37,20.359,84.493,1
F0073,2025-01-01,11.5,11.5,106.0,0.0,24.66,72.4,1
F0073,2025-01-02,10.74,11.5,166.206,3.38,24.225,68.65,0
F0073,2025-01-03,9.53,11.5,198.216,3.38,23.747,69.2,1
F0073,2025-01-04,10.503,13.42,121.969,3.38,23.488,69.95,2
F0073,2025-01-05,9.956,13.42,138.623,3.38,23.778,69.2,3
F0073,2025-01-06,9.375,13.42,159.788,3.87,24.028,70.667,4
F0073,2025-01-07,9.279,13.42,169.224,3.87,24.161,70.943,5
F0073,2025-01-08,8.699,13.42,160.264,3.87,23.965,70.088,6
F0073,2025-01-09,9.553,16.39,148.301,3.87,23.909,70.067,7
F0073,2025-01-10,9.553,16.39,137.469,3.87,23.91,70.21,8
F0073,2025-01-11,9.532,16.39,126.078,3.87,23.952,70.427,9
F0073,2025-01-12,10.067,16.39,125.017,11.23,23.985,71.117,0
F0073,2025-01-13,10.013,16.39,132.648,24.58,23.975,71.469,0
F0073,2025-01-14,10.313,16.39,143.367,24.58,23.999,71.643,1
F0073,2025-01-15,10.543,16.39,133.899,41.31,24.171,71.74,0
F0073,2025-01-16,10.13,16.39,136.708,41.31,24.019,72.013,1
F0073,2025-01-17,10.06,16.39,136.896,37.93,24.08,72.68,2
F0073,2025-01-18,10.338,16.39,131.442,37.93,24.283,72.833,3
F0073,2025-01-19,9.965,16.39,145.455,37.93,24.491,73.293,4
F0073,2025-01-20,10.297,16.39,151.595,37.93,24.434,73.067,5
F0073,2025-01-21,10.543,16.39,142.742,37.44,24.073,72.767,6
F0073,2025-01-22,10.461,16.39,133.174,37.44,24.218,72.64,7
F0073,2025-01-23,10.865,16.39,141.067,37.44,24.383,73.233,8
F0073,2025-01-24,10.659,15.95,135.961,37.44,24.477,73.327,9
F0073,2025-01-25,10.649,15.95,148.163,37.44,24.472,73.04,10
F0073,2025-01-26,10.785,15.95,146.511,37.44,24.513,73.253,11
F0073,2025-01-27,10.492,14.21,142.263,30.08,24.375,72.88,12
F0073,2025-01-28,10.348,14.21,134.396,16.73,24.106,72.973,13
F0073,2025-01-29,9.707,13.77,125.226,16.73,23.995,72.74,14
F0073,2025-01-30,9.474,13.29,149.138,0.0,23.76,72.52,15
F0073,2025-01-31,9.779,13.29,147.235,0.0,23.932,71.927,16
F0073,2025-02-01,9.767,13.29,146.969,6.15,23.902,71.427,0
F0073,2025-02-02,9.747,13.29,143.938,8.38,23.559,71.66,0
F0073,2025-02-03,9.453,13.29,140.002,13.75,23.334,71.053,0
F0073,2025-02-04,9.269,13.29,128.668,13.75,23.389,72.133,1
F0073,2025-02-05,8.779,13.29,134.766,13.75,23.771,71.833,2
F0073,2025-02-06,8.973,13.29,138.395,13.75,23.617,71.813,3
F0073,2025-02-07,9.407,17.22,136.324,20.21,23.509,71.633,0
F0073,2025-02-08,8.825,17.22,147.589,20.21,23.289,71.253,1
F0073,2025-02-09,9.209,17.22,154.612,20.21,23.316,71.053,2
F0073,2025-02-10,9.481,17.22,163.714,20.21,23.227,71.227,3
F0073,2025-02-11,9.309,17.22,167.557,20.21,23.336,71.133,4
F0073,2025-02-12,9.085,17.22,171.262,20.21,23.526,70.5,5
F0073,2025-02-13,8.962,17.22,167.208,20.21,23.838,71.073,6
F0073,2025-02-14,8.477,17.22,164.013,20.21,23.904,71.107,7
F0073,2025-02-15,8.591,17.22,175.64,20.21,23.872,70.82,8
F0073,2025-02-16,8.761,17.22,166.121,14.06,23.879,70.86,9
F0073,2025-02-17,8.519,17.22,167.223,11.83,24.081,70.287,10
F0073,2025-02-18,8.947,17.22,161.741,13.37,24.249,70.293,0
F0073,2025-02-19,9.106,17.22,158.097,13.37,24.275,69.587,1
F0073,2025-02-20,9.451,17.22,153.218,13.37,24.292,69.827,2
F0073,2025-02-21,9.119,17.22,158.191,21.23,24.152,70.507,0
F0073,2025-02-22,8.403,15.43,157.466,14.77,24.376,70.513,1
F0073,2025-02-23,8.861,15.43,159.274,27.24,24.451,70.82,0
F0073,2025-02-24,8.904,15.81,159.226,30.76,24.441,71.3,0
F0073,2025-02-25,8.395,15.81,161.874,30.76,24.596,71.053,1
F0073,2025-02-26,8.409,15.81,157.004,45.18,24.481,71.027,0
F0073,2025-02-27,8.556,15.81,157.558,45.18,24.651,71.113,1
F0073,2025-02-28,9.149,15.81,170.192,46.56,24.191,70.407,0
F0073,2025-03-01,9.525,15.81,174.177,46.56,24.273,69.94,1
F0073,2025-03-02,9.357,15.81,159.441,46.56,24.325,70.193,2
F0073,2025-03-03,9.661,15.87,179.786,48.17,24.329,71.027,0
F0073,2025-03-04,10.615,21.66,191.43,58.12,24.339,71.427,0
F0073,2025-03-05,10.278,21.66,196.477,51.21,24.363,71.74,1
F0073,2025-03-06,9.923,21.66,200.348,52.92,24.155,72.18,0
F0073,2025-03-07,10.674,21.66,195.04,52.92,23.917,71.7,1
F0073,2025-03-08,10.934,21.66,189.035,45.06,23.965,71.547,2
F0073,2025-03-09,10.759,21.66,194.558,45.06,23.731,71.6,3
F0073,2025-03-10,10.507,21.66,192.345,35.94,23.969,72.193,0
F0073,2025-03-11,9.76,21.66,181.993,47.77,24.115,72.473,0
F0073,2025-03-12,10.005,21.66,180.589,47.77,23.88,72.613,1
F0073,2025-03-13,9.736,21.66,187.405,33.35,23.941,72.833,2
F0073,2025-03-14,9.825,21.66,182.823,33.35,23.957,73.613,3
F0073,2025-03-15,9.355,21.66,170.379,31.97,24.113,73.727,4
F0073,2025-03-16,9.595,21.66,167.495,31.97,23.788,74.7,5
F0073,2025-03-17,9.998,21.66,170.205,31.97,23.685,75.52,6
F0073,2025-03-18,9.641,21.66,155.382,70.99,23.55,75.833,0
F0073,2025-03-19,9.06,19.24,152.182,61.04,23.496,76.14,1
F0073,2025-03-20,9.635,19.24,147.879,61.04,23.33,76.16,2
F0073,2025-03-21,9.581,19.24,151.725,59.33,23.17,76.12,3
F0073,2025-03-22,9.471,17.58,173.717,72.18,23.07,77.107,0
F0073,2025-03-23,9.345,17.58,178.92,72.18,23.133,77.393,1
F0073,2025-03-24,9.8,17.58,176.919,72.18,23.173,77.36,2
F0073,2025-03-25,9.716,17.58,177.75,69.25,22.822,76.873,3
F0073,2025-03-26,9.661,17.58,176.004,60.65,22.543,76.84,0
F0073,2025-03-27,9.499,17.58,174.132,60.65,22.612,76.747,1
F0073,2025-03-28,9.755,17.58,170.657,60.98,22.712,77.42,2
F0073,2025-03-29,9.833,17.58,168.82,60.98,22.405,77.587,3
F0073,2025-03-30,10.033,17.58,175.226,60.98,22.267,77.833,4
F0073,2025-03-31,10.209,17.58,172.632,60.98,22.407,77.627,5
F0073,2025-04-01,9.389,17.58,173.842,60.98,22.419,77.727,6
F0073,2025-04-02,9.353,17.58,174.066,20.35,22.312,76.82,7
F0073,2025-04-03,9.192,17.58,173.7,24.24,22.406,76.54,0
F0073,2025-04-04,9.437,17.58,171.803,24.47,22.228,76.167,1
F0073,2025-04-05,9.336,17.58,167.489,24.47,22.169,76.207,2
F0073,2025-04-06,8.349,17.06,158.154,11.62,22.296,75.707,3
F0073,2025-04-07,8.091,17.06,156.915,14.51,22.276,75.213,0
F0073,2025-04-08,8.013,17.06,149.409,14.51,22.083,76.16,1
F0073,2025-04-09,8.121,17.06,147.541,27.63,22.077,76.653,0
F0073,2025-04-10,8.359,17.06,153.632,21.13,21.966,76.58,1
F0073,2025-04-11,8.01,17.06,150.291,21.13,21.919,77.267,2
F0073,2025-04-12,8.005,17.06,160.887,26.47,22.001,77.267,0
F0073,2025-04-13,8.429,17.06,165.9,26.47,22.113,77.087,1
F0073,2025-04-14,8.739,17.06,151.648,26.47,21.944,77.207,2
F0073,2025-04-15,8.251,17.06,147.994,26.47,22.097,77.247,3
F0073,2025-04-16,8.557,17.06,145.149,26.47,21.866,76.82,4
F0073,2025-04-17,8.088,17.06,154.469,35.98,21.925,78.067,0
F0073,2025-04-18,7.758,17.06,141.554,32.09,21.657,78.62,1
F0073,2025-04-19,7.019,14.94,155.507,31.86,21.615,79.247,2
F0073,2025-04-20,7.462,14.94,147.868,31.86,21.638,79.567,3
F0073,2025-04-21,7.825,14.94,147.355,32.56,21.557,79.7,4
F0073,2025-04-22,8.235,14.94,153.639,34.19,21.263,80.333,0
F0073,2025-04-23,7.984,14.94,159.848,34.19,21.397,79.92,1
F0073,2025-04-24,8.491,15.62,146.821,20.65,21.424,80.14,2
F0073,2025-04-25,8.757,15.62,141.959,20.66,21.591,80.907,3
F0073,2025-04-26,8.837,15.62,142.738,20.66,21.528,80.5,4
F0073,2025-04-27,8.495,15.62,137.189,17.49,21.226,80.567,0
F0073,2025-04-28,7.861,15.62,136.001,17.49,21.145,80.7,1
F0073,2025-04-29,7.366,15.62,149.961,17.49,21.268,80.353,2
F0073,2025-04-30,7.391,15.62,154.459,42.08,21.067,81.067,0
F0073,2025-05-01,7.216,15.62,156.156,46.8,21.057,81.0,0
F0073,2025-05-02,7.464,15.62,158.389,37.29,21.018,80.467,1
F0073,2025-05-03,7.669,15.62,167.435,45.42,21.024,80.487,0
F0073,2025-05-04,7.585,15.62,159.093,50.12,21.196,80.62,0
F0073,2025-05-05,7.219,15.62,163.236,55.8,21.27,80.94,0
F0073,2025-05-06,7.161,15.62,161.155,84.53,21.379,82.627,0
F0073,2025-05-07,6.603,15.62,156.687,107.41,21.419,82.3,0
F0073,2025-05-08,6.765,15.62,157.872,107.41,21.341,82.987,1
F0073,2025-05-09,6.062,11.33,172.372,134.95,21.417,83.193,0
F0073,2025-05-10,5.541,8.67,175.458,136.64,21.322,82.967,0
F0073,2025-05-11,5.641,8.67,177.072,145.0,21.326,83.193,0
F0073,2025-05-12,5.848,8.67,172.347,142.5,21.183,82.487,1
F0073,2025-05-13,5.751,8.67,165.55,151.39,21.309,81.947,0
F0073,2025-05-14,5.678,8.67,158.448,151.39,21.279,82.367,1
F0073,2025-05-15,5.883,10.99,141.688,153.56,21.225,82.613,0
F0073,2025-05-16,6.101,10.99,138.196,152.61,21.161,83.507,0
F0073,2025-05-17,5.997,10.99,130.013,171.71,21.013,83.727,0
F0073,2025-05-18,5.716,10.99,123.568,170.8,21.013,83.7,0
F0073,2025-05-19,5.62,10.99,128.019,166.1,21.005,83.933,1
F0073,2025-05-20,5.383,10.99,127.755,170.67,21.1,83.94,0
F0073,2025-05-21,5.003,10.99,122.694,156.35,21.067,83.407,0
F0073,2025-05-22,5.407,10.99,131.773,128.95,21.329,83.847,1
F0073,2025-05-23,5.314,10.99,130.242,128.95,21.112,83.307,2
F0073,2025-05-24,5.339,10.99,113.387,114.02,21.132,82.96,0
F0073,2025-05-25,5.548,10.99,121.705,116.97,21.103,83.067,0
F0073,2025-05-26,5.41,10.99,104.682,108.61,20.987,83.387,1
F0073,2025-05-27,5.647,10.99,97.942,111.82,21.142,83.3,0
F0073,2025-05-28,5.596,10.99,97.938,103.26,21.04,83.28,1
F0073,2025-05-29,5.561,10.99,105.788,123.05,21.212,83.973,0
F0073,2025-05-30,5.183,10.42,142.995,97.37,21.205,83.84,0
F0073,2025-05-31,5.111,10.42,151.066,122.46,21.232,84.013,0
F0073,2025-06-01,5.171,10.42,149.152,125.54,21.311,84.193,0
F0073,2025-06-02,5.275,10.42,147.522,126.48,21.299,84.273,0
F0073,2025-06-03,5.545,10.42,139.695,127.55,20.959,85.0,0
F0073,2025-06-04,5.527,10.42,142.04,173.73,20.762,85.9,0
F0073,2025-06-05,5.533,10.42,143.508,159.46,20.581,85.867,1
F0073,2025-06-06,5.911,13.02,156.66,159.46,20.272,85.88,2
F0073,2025-06-07,5.949,13.02,143.714,166.71,20.429,86.02,0
F0073,2025-06-08,6.151,13.02,163.42,156.44,20.296,86.813,0
F0073,2025-06-09,6.375,13.02,158.223,157.23,20.217,86.74,0
F0073,2025-06-10,6.591,13.02,169.369,162.09,20.407,86.473,0
F0073,2025-06-11,6.423,13.02,181.494,158.88,20.421,87.307,1
F0073,2025-06-12,6.718,13.02,182.14,182.77,20.339,88.287,0
F0073,2025-06-13,6.703,13.02,179.756,163.78,20.145,87.967,1
F0073,2025-06-14,6.726,13.02,172.929,162.77,20.076,87.72,2
F0073,2025-06-15,6.536,13.02,175.007,139.31,20.205,87.307,0
F0073,2025-06-16,6.695,13.02,173.833,121.9,20.323,87.393,0
F0073,2025-06-17,6.457,13.02,172.002,128.24,20.279,87.227,0
F0073,2025-06-18,6.087,13.02,177.414,133.07,20.565,86.987,0
F0073,2025-06-19,6.275,13.02,174.662,102.66,20.705,86.84,0
F0073,2025-06-20,6.431,13.02,173.463,118.17,20.649,86.507,0
F0073,2025-06-21,5.767,10.02,163.953,125.59,20.759,86.707,0
F0073,2025-06-22,5.691,10.02,163.294,139.38,20.794,87.073,0
F0073,2025-06-23,5.268,10.02,159.378,170.49,20.875,86.813,0
F0073,2025-06-24,5.094,8.4,161.158,166.37,20.989,87.22,0
F0073,2025-06-25,5.059,8.4,158.677,165.56,20.611,87.453,0
F0073,2025-06-26,4.767,8.4,153.552,168.93,20.655,87.427,0
F0073,2025-06-27,4.563,8.4,152.15,146.2,20.644,86.933,0
F0073,2025-06-28,4.631,8.4,147.3,162.23,20.744,87.18,0
F0073,2025-06-29,4.831,8.67,151.96,163.51,20.844,87.147,0
F0073,2025-06-30,4.81,8.67,153.337,166.99,20.726,87.647,0
F0073,2025-07-01,4.461,8.67,157.123,162.22,20.549,87.74,1
F0073,2025-07-02,4.839,8.67,155.891,158.61,20.516,87.927,0
F0073,2025-07-03,5.172,8.67,155.194,157.54,20.342,87.333,0
F0073,2025-07-04,5.208,8.67,158.491,143.84,20.185,87.107,0
F0073,2025-07-05,4.984,8.67,160.334,127.49,20.453,87.22,1
F0073,2025-07-06,5.15,8.67,165.456,131.61,20.346,87.453,0
F0073,2025-07-07,5.096,8.67,165.283,122.28,20.236,87.8,0
F0073,2025-07-08,5.118,8.67,166.161,94.71,20.137,87.267,0
F0073,2025-07-09,5.091,8.67,157.45,93.14,20.075,86.567,1
F0073,2025-07-10,5.019,8.67,153.228,108.1,20.122,87.16,0
F0073,2025-07-11,5.007,8.67,153.035,143.24,19.846,88.1,0
F0073,2025-07-12,5.042,8.67,154.65,141.75,19.833,88.693,1
F0073,2025-07-13,4.944,8.67,158.552,145.57,19.688,89.393,0
F0073,2025-07-14,4.696,8.12,162.402,153.41,19.591,89.607,0
F0073,2025-07-15,4.63,8.12,159.908,144.53,19.595,88.733,1
F0073,2025-07-16,4.503,8.12,155.85,150.14,19.574,88.273,0
F0073,2025-07-17,4.501,8.09,158.813,139.46,19.698,88.24,1
F0073,2025-07-18,4.665,9.22,168.426,147.85,19.709,88.92,0
F0073,2025-07-19,4.502,9.22,170.211,157.31,19.776,88.613,0
F0073,2025-07-20,5.051,9.22,168.63,162.64,19.453,88.507,0
F0073,2025-07-21,5.081,9.22,158.013,189.7,19.669,88.587,0
F0073,2025-07-22,4.969,9.22,160.658,190.95,19.875,88.533,0
F0073,2025-07-23,5.503,10.47,161.526,191.22,19.755,88.753,0
F0073,2025-07-24,5.321,10.47,163.468,201.92,19.956,89.76,0
F0073,2025-07-25,5.547,10.47,168.672,215.06,19.977,89.127,0
F0073,2025-07-26,5.757,10.47,164.766,186.32,20.089,88.54,0
F0073,2025-07-27,5.558,10.47,161.503,193.97,20.075,88.74,0
