lote_id,finca_id,fecha_cosecha,peso_quintales,variedad,destino_previsto,dias_secado_patio
L002081,F0072,2025-08-25,48.2,Geisha,Japon,18
L002082,F0059,2026-06-16,305.3,Typica,Alemania,13
L002083,F0010,2026-05-29,170.7,Bourbon,Francia,18
L002084,F0033,2025-07-09,119.9,Bourbon,Belgica,11
L002085,F0003,2025-04-24,125.4,Caturra,Alemania,5
L002086,F0013,2026-07-14,263.3,Bourbon,Paises_Bajos,11
L002087,F0056,2026-08-11,98.2,Caturra,Estados_Unidos,17
L002088,F0003,2025-09-05,210.7,Typica,Estados_Unidos,9
L002089,F0006,2025-09-16,218.8,Caturra,Belgica,11
L002090,F0108,2026-06-02,148.9,Catimor,Paises_Bajos,17
L002091,F0023,2025-07-13,52.8,Typica,Paises_Bajos,15
L002092,F0026,2025-05-16,145.3,Catimor,Nacional,15
L002093,F0096,2025-09-19,131.9,Bourbon,Paises_Bajos,17
L002094,F0037,2025-07-28,108.4,Typica,Alemania,20
L002095,F0090,2025-01-11,237.6,Typica,Francia,4
L002096,F0098,2026-08-09,225.7,Bourbon,Francia,16
L002097,F0064,2026-07-11,165.1,Typica,Alemania,6
L002098,F0014,2026-06-07,267.2,Typica,Paises_Bajos,14
L002099,F0116,2026-01-30,199.7,Typica,Belgica,8
L002100,F0091,2025-08-10,43.9,Caturra,Francia,17
L002101,F0086,2025-11-14,160.7,Geisha,Francia,20
L002102,F0042,2025-05-07,96.8,Caturra,Belgica,18
L002103,F0093,2026-06-14,152.8,Catimor,Belgica,19
L002104,F0112,2025-07-03,128.5,Bourbon,Japon,4
L002105,F0023,2025-11-01,304.0,Catimor,Japon,18
L002106,F0028,2025-08-08,54.3,Caturra,Estados_Unidos,17
L002107,F0088,2026-04-28,192.1,Catimor,Estados_Unidos,19
L002108,F0054,2025-07-26,281.4,Bourbon,Alemania,7
L002109,F0026,2026-04-15,233.4,Caturra,Nacional,18
L002110,F0080,2026-05-28,214.3,Typica,Alemania,18
L002111,F0013,2026-02-09,385.0,Caturra,Alemania,8
L002112,F0033,2025-07-01,162.4,Caturra,Paises_Bajos,10
L002113,F0029,2026-04-14,239.8,Catimor,Nacional,17
L002114,F0075,2025-05-29,154.2,Catimor,Alemania,6
L002115,F0073,2025-04-21,96.9,Bourbon,Japon,19
L002116,F0082,2026-03-31,71.4,Typica,Alemania,5
L002117,F0076,2026-06-04,95.1,Bourbon,Belgica,17
L002118,F0104,2025-03-22,149.3,Caturra,Francia,7
L002119,F0028,2025-09-15,85.1,Caturra,Belgica,12
L002120,F0068,2026-06-07,88.7,Geisha,Belgica,6
L002121,F0051,2026-05-10,101.0,Caturra,Francia,15
L002122,F0114,2025-08-10,85.9,Caturra,Alemania,11
L002123,F0060,2026-02-08,183.0,Catimor,Belgica,12
L002124,F0038,2025-06-02,88.5,Catimor,Paises_Bajos,14
L002125,F0040,2026-07-21,136.0,Bourbon,Alemania,20
L002126,F0089,2025-05-21,114.5,Caturra,Belgica,7
L002127,F0034,2025-10-08,191.4,Caturra,Alemania,4
L002128,F0004,2025-06-25,145.1,Catimor,Nacional,9
L002129,F0070,2025-09-25,215.0,Typica,Nacional,4
L002130,F0056,2026-02-08,234.9,Caturra,Alemania,15
L002131,F0090,2025-09-06,66.0,Bourbon,Paises_Bajos,20
L002132,F0008,2026-08-01,80.1,Catimor,Francia,15
L002133,F0022,2025-07-15,143.8,Caturra,Estados_Unidos,11
L002134,F0113,2026-06-29,103.0,Catimor,Belgica,8
L002135,F0033,2026-04-27,150.9,Typica,Nacional,6
L002136,F0073,2026-08-31,123.6,Caturra,Alemania,12
L002137,F0024,2025-11-17,180.7,Caturra,Paises_Bajos,12
L002138,F0013,2025-08-28,124.0,Bourbon,Nacional,8
L002139,F0081,2026-04-15,202.2,Caturra,Francia,15
L002140,F0089,2026-08-17,73.2,Typica,Francia,15
L002141,F0029,2026-06-02,107.2,Caturra,Paises_Bajos,15
L002142,F0077,2025-07-12,44.8,Bourbon,Paises_Bajos,12
L002143,F0005,2025-04-03,220.4,Caturra,Estados_Unidos,14
L002144,F0021,2026-06-04,105.9,Typica,Belgica,16
L002145,F0006,2025-07-23,50.6,Caturra,Francia,4
L002146,F0066,2026-06-26,101.9,Typica,Estados_Unidos,14
L002147,F0030,2026-07-06,147.6,Geisha,Japon,14
L002148,F0118,2025-07-17,215.7,Bourbon,Nacional,6
L002149,F0083,2025-09-17,79.9,Bourbon,Paises_Bajos,20
L002150,F0110,2025-06-01,172.7,Catimor,Alemania,10
L002151,F0088,2026-04-13,120.3,Typica,Estados_Unidos,4
L002152,F0096,2025-08-22,226.1,Caturra,Alemania,18
L002153,F0094,2025-05-26,147.4,Bourbon,Alemania,6
L002154,F0050,2025-08-04,172.2,Geisha,Japon,15
L002155,F0016,2025-08-18,230.7,Caturra,Belgica,8
L002156,F0037,2025-09-18,96.8,Caturra,Paises_Bajos,5
L002157,F0101,2025-12-13,167.3,Catimor,Alemania,14
L002158,F0019,2025-10-14,204.1,Catimor,Paises_Bajos,16
L002159,F0113,2026-05-02,94.9,Bourbon,Nacional,9
L002160,F0030,2025-07-25,94.3,Typica,Alemania,20
L002161,F0046,2026-07-22,105.2,Caturra,Alemania,15
L002162,F0119,2025-11-14,128.7,Caturra,Belgica,10
L002163,F0016,2026-06-19,180.5,Catimor,Estados_Unidos,20
L002164,F0050,2025-07-19,79.8,Typica,Francia,4
L002165,F0003,2025-06-16,129.2,Caturra,Alemania,14
L002166,F0102,2026-05-31,121.8,Catimor,Francia,9
L002167,F0044,2025-05-23,96.0,Caturra,Japon,15
L002168,F0021,2026-02-01,216.4,Catimor,Paises_Bajos,8
L002169,F0003,2025-09-08,80.1,Geisha,Japon,6
L002170,F0086,2026-04-20,197.0,Caturra,Estados_Unidos,4
L002171,F0071,2025-06-09,113.9,Caturra,Estados_Unidos,15
L002172,F0020,2026-05-15,85.8,Bourbon,Paises_Bajos,11
L002173,F0096,2026-06-12,87.1,Caturra,Nacional,6
L002174,F0091,2025-10-14,90.2,Caturra,Alemania,4
L002175,F0111,2026-08-02,209.0,Caturra,Belgica,7
L002176,F0042,2025-04-09,128.9,Catimor,Alemania,11
L002177,F0021,2026-06-26,206.4,Bourbon,Alemania,5
L002178,F0039,2025-07-30,111.8,Bourbon,Estados_Unidos,12
L002179,F0063,2026-04-30,78.8,Geisha,Paises_Bajos,9
L002180,F0033,2026-04-13,198.0,Typica,Estados_Unidos,16
L002181,F0003,2025-05-15,242.3,Geisha,Japon,11
L002182,F0059,2025-01-03,141.5,Geisha,Nacional,4
L002183,F0045,2025-06-06,81.1,Typica,Japon,10
L002184,F0104,2026-03-23,135.6,Caturra,Estados_Unidos,18
L002185,F0038,2026-05-17,149.6,Caturra,Japon,16
L002186,F0119,2025-11-29,90.6,Catimor,Paises_Bajos,14
L002187,F0119,2025-01-20,142.8,Typica,Estados_Unidos,6
L002188,F0053,2025-06-19,205.2,Typica,Estados_Unidos,9
L002189,F0033,2025-04-06,79.9,Catimor,Alemania,6
L002190,F0080,2025-06-08,57.7,Catimor,Paises_Bajos,18
L002191,F0095,2026-08-08,129.5,Bourbon,Paises_Bajos,15
L002192,F0042,2025-07-12,130.1,Bourbon,Paises_Bajos,11
L002193,F0109,2026-05-18,162.4,Geisha,Paises_Bajos,19
L002194,F0093,2026-06-20,119.6,Typica,Francia,17
L002195,F0073,2025-08-24,74.5,Bourbon,Estados_Unidos,17
L002196,F0098,2025-05-06,48.3,Catimor,Francia,18
L002197,F0034,2026-05-18,167.5,Caturra,Alemania,15
L002198,F0090,2025-06-25,176.9,Bourbon,Estados_Unidos,4
L002199,F0082,2025-01-03,87.5,Typica,Alemania,4
L002200,F0001,2026-08-30,77.9,Geisha,Japon,8
L002201,F0107,2025-04-26,132.1,Typica,Alemania,19
L002202,F0087,2025-04-08,135.9,Caturra,Paises_Bajos,15
L002203,F0114,2026-04-25,98.4,Bourbon,Francia,11
L002204,F0059,2026-04-05,40.6,Catimor,Francia,12
L002205,F0007,2026-05-25,216.8,Bourbon,Nacional,18
L002206,F0072,2026-08-19,86.7,Bourbon,Nacional,20
L002207,F0107,2026-04-05,384.3,Typica,Paises_Bajos,5
L002208,F0110,2025-05-21,125.4,Typica,Belgica,10
L002209,F0089,2026-04-17,131.9,Caturra,Estados_Unidos,8
L002210,F0110,2025-09-14,96.6,Typica,Nacional,17
L002211,F0096,2026-05-16,58.7,Bourbon,Estados_Unidos,7
L002212,F0068,2025-08-04,92.6,Catimor,Nacional,17
L002213,F0072,2026-08-01,85.1,Caturra,Alemania,9
L002214,F0090,2026-05-22,29.9,Bourbon,Alemania,16
L002215,F0094,2026-08-25,87.6,Typica,Belgica,4
L002216,F0062,2026-04-11,107.9,Catimor,Belgica,5
L002217,F0086,2026-05-24,73.0,Typica,Japon,4
L002218,F0037,2026-05-21,77.0,Geisha,Francia,16
L002219,F0013,2025-09-17,102.5,Typica,Nacional,20
L002220,F0091,2026-08-08,223.3,Caturra,Japon,14
L002221,F0026,2025-06-16,283.0,Bourbon,Estados_Unidos,8
L002222,F0030,2025-05-30,81.8,Bourbon,Alemania,4
L002223,F0090,2026-04-26,117.9,Catimor,Francia,9
L002224,F0083,2026-08-31,75.6,Bourbon,Japon,8
L002225,F0113,2026-08-22,139.5,Catimor,Japon,7
L002226,F0070,2025-05-05,70.2,Catimor,Belgica,10
L002227,F0111,2026-08-04,165.2,Caturra,Estados_Unidos,13
L002228,F0087,2025-05-31,213.2,Geisha,Paises_Bajos,12
L002229,F0067,2025-11-23,167.4,Bourbon,Francia,9
L002230,F0083,2026-06-22,111.0,Typica,Francia,6
L002231,F0096,2025-06-14,256.7,Bourbon,Francia,9
L002232,F0067,2025-06-27,131.8,Caturra,Nacional,19
L002233,F0102,2026-07-28,124.1,Catimor,Alemania,12
L002234,F0001,2025-05-04,164.1,Catimor,Estados_Unidos,17
L002235,F0073,2026-08-22,145.0,Caturra,Belgica,14
L002236,F0021,2026-08-14,79.8,Caturra,Estados_Unidos,11
L002237,F0087,2025-04-05,172.1,Catimor,Paises_Bajos,20
L002238,F0049,2026-08-23,171.9,Caturra,Japon,7
L002239,F0033,2025-09-13,333.1,Catimor,Alemania,8
L002240,F0067,2026-05-06,114.0,Typica,Belgica,16
L002241,F0095,2026-08-06,109.2,Bourbon,Nacional,5
L002242,F0006,2026-01-16,139.2,Geisha,Estados_Unidos,19
L002243,F0107,2025-06-12,119.7,Catimor,Estados_Unidos,12
L002244,F0110,2026-05-29,145.5,Catimor,Paises_Bajos,16
L002245,F0069,2025-05-04,180.9,Typica,Belgica,7
L002246,F0094,2026-05-14,225.8,Catimor,Paises_Bajos,7
L002247,F0082,2025-08-24,111.2,Catimor,Japon,11
L002248,F0076,2025-06-22,193.9,Caturra,Francia,12
L002249,F0055,2025-04-24,152.4,Caturra,Alemania,19
L002250,F0064,2026-08-29,128.7,Catimor,Belgica,5
L002251,F0055,2025-08-02,79.2,Bourbon,Paises_Bajos,5
L002252,F0114,2026-03-21,82.2,Caturra,Alemania,20
L002253,F0108,2025-05-22,150.7,Catimor,Francia,11
L002254,F0002,2026-06-06,99.3,Caturra,Francia,17
L002255,F0087,2025-10-28,166.8,Typica,Belgica,16
L002256,F0105,2026-07-04,187.9,Typica,Alemania,5
L002257,F0014,2025-07-10,115.9,Bourbon,Alemania,16
L002258,F0038,2025-04-07,185.0,Bourbon,Alemania,14
L002259,F0072,2026-07-05,99.6,Typica,Paises_Bajos,14
L002260,F0039,2026-08-30,172.1,Caturra,Paises_Bajos,14
L002261,F0003,2026-05-20,66.3,Typica,Japon,8
L002262,F0101,2025-03-26,38.7,Caturra,Estados_Unidos,14
L002263,F0026,2025-01-18,93.1,Typica,Estados_Unidos,12
L002264,F0008,2025-07-03,215.6,Typica,Paises_Bajos,7
L002265,F0039,2025-07-09,103.3,Catimor,Estados_Unidos,6
L002266,F0009,2025-08-25,155.9,Typica,Estados_Unidos,6
L002267,F0082,2025-08-21,216.0,Typica,Japon,15
L002268,F0099,2026-08-18,155.5,Catimor,Francia,19
L002269,F0103,2026-06-18,105.3,Typica,Nacional,19
L002270,F0054,2026-06-09,246.6,Catimor,Alemania,9
L002271,F0102,2026-08-15,190.2,Bourbon,Alemania,6
L002272,F0111,2025-12-29,164.2,Geisha,Paises_Bajos,9
L002273,F0019,2025-08-22,84.3,Bourbon,Alemania,6
L002274,F0102,2025-10-25,316.0,Catimor,Paises_Bajos,18
L002275,F0024,2026-08-09,216.0,Caturra,Belgica,20
L002276,F0074,2025-05-16,255.1,Catimor,Alemania,20
L002277,F0080,2026-06-19,150.2,Bourbon,Alemania,6
L002278,F0031,2026-05-02,165.2,Typica,Francia,5
L002279,F0076,2026-06-10,90.7,Caturra,Paises_Bajos,13
L002280,F0059,2026-07-28,164.2,Typica,Alemania,15
L002281,F0110,2025-04-20,166.0,Typica,Estados_Unidos,6
L002282,F0111,2025-06-01,183.2,Caturra,Estados_Unidos,5
L002283,F0066,2025-12-22,145.4,Typica,Alemania,5
L002284,F0016,2026-05-12,157.0,Caturra,Nacional,7
L002285,F0053,2025-07-26,104.8,Caturra,Paises_Bajos,11
L002286,F0055,2026-05-22,75.3,Catimor,Nacional,10
L002287,F0016,2026-05-01,135.1,Typica,Japon,10
L002288,F0070,2025-04-16,177.9,Catimor,Alemania,19
L002289,F0108,2025-02-27,202.3,Caturra,Nacional,6
L002290,F0059,2025-03-05,136.8,Typica,Alemania,5
L002291,F0018,2025-12-15,139.8,Typica,Estados_Unidos,14
L002292,F0088,2026-05-12,136.9,Bourbon,Francia,20
L002293,F0099,2025-06-30,238.8,Bourbon,Alemania,16
L002294,F0103,2026-07-04,56.3,Typica,Estados_Unidos,4
L002295,F0103,2026-07-26,184.8,Caturra,Francia,13
L002296,F0112,2026-07-09,143.1,Caturra,Belgica,10
L002297,F0022,2025-08-14,151.9,Catimor,Estados_Unidos,11
L002298,F0090,2025-04-12,199.0,Typica,Paises_Bajos,10
L002299,F0076,2026-04-06,64.6,Geisha,Paises_Bajos,12
L002300,F0037,2026-06-29,242.4,Bourbon,Alemania,20
L002301,F0023,2025-07-20,122.8,Geisha,Japon,12
L002302,F0060,2026-06-18,190.0,Typica,Belgica,8
L002303,F0084,2025-06-08,234.7,Geisha,Alemania,17
L002304,F0026,2026-05-07,84.3,Caturra,Alemania,11
L002305,F0062,2026-06-09,129.3,Bourbon,Belgica,4
L002306,F0101,2026-05-13,101.0,Typica,Estados_Unidos,5
L002307,F0019,2026-07-14,104.9,Geisha,Alemania,12
L002308,F0009,2026-07-20,173.0,Bourbon,Francia,11
L002309,F0016,2025-04-14,270.7,Typica,Alemania,19
L002310,F0034,2025-04-17,112.6,Typica,Alemania,13
L002311,F0071,2025-04-18,323.2,Caturra,Paises_Bajos,6
L002312,F0045,2025-02-23,172.1,Typica,Francia,4
L002313,F0094,2025-06-16,88.9,Caturra,Estados_Unidos,6
L002314,F0080,2025-07-15,119.6,Bourbon,Paises_Bajos,7
L002315,F0019,2025-05-16,57.0,Caturra,Francia,7
L002316,F0006,2025-04-05,158.5,Typica,Estados_Unidos,6
L002317,F0054,2025-09-29,132.5,Bourbon,Estados_Unidos,12
L002318,F0069,2026-04-11,105.2,Caturra,Paises_Bajos,6
L002319,F0120,2025-09-19,336.9,Catimor,Belgica,11
L002320,F0120,2025-03-25,88.8,Geisha,Francia,4
L002321,F0013,2025-08-08,94.1,Caturra,Estados_Unidos,8
L002322,F0090,2025-08-29,112.7,Catimor,Paises_Bajos,14
L002323,F0022,2026-07-27,121.6,Typica,Paises_Bajos,10
L002324,F0096,2026-07-03,113.3,Catimor,Estados_Unidos,10
L002325,F0104,2025-05-15,142.6,Catimor,Alemania,18
L002326,F0086,2026-05-02,71.8,Caturra,Francia,5
L002327,F0037,2025-09-23,59.1,Bourbon,Japon,9
L002328,F0084,2026-08-10,273.2,Bourbon,Alemania,5
L002329,F0072,2026-04-20,116.9,Catimor,Estados_Unidos,5
L002330,F0064,2025-01-10,223.2,Bourbon,Belgica,18
L002331,F0105,2025-05-12,153.8,Bourbon,Belgica,9
L002332,F0059,2026-06-13,98.8,Catimor,Belgica,15
L002333,F0116,2026-04-07,42.2,Typica,Alemania,7
L002334,F0033,2026-08-29,63.4,Bourbon,Estados_Unidos,7
L002335,F0049,2025-04-23,232.7,Catimor,Nacional,14
L002336,F0050,2026-08-17,117.8,Caturra,Belgica,16
L002337,F0113,2025-07-18,158.4,Catimor,Alemania,19
L002338,F0074,2025-01-16,153.7,Geisha,Paises_Bajos,9
L002339,F0006,2025-06-09,57.3,Bourbon,Belgica,4
L002340,F0044,2026-07-25,157.2,Typica,Alemania,17
L002341,F0004,2025-08-11,193.0,Bourbon,Belgica,15
L002342,F0093,2025-07-20,272.6,Caturra,Estados_Unidos,19
L002343,F0008,2025-04-29,132.0,Caturra,Alemania,7
L002344,F0025,2025-06-20,136.4,Geisha,Alemania,8
L002345,F0064,2026-05-09,160.1,Catimor,Nacional,14
L002346,F0047,2026-05-14,95.9,Catimor,Estados_Unidos,13
L002347,F0085,2025-08-23,55.2,Caturra,Alemania,7
L002348,F0027,2026-06-07,236.1,Caturra,Estados_Unidos,20
L002349,F0081,2026-06-12,185.4,Typica,Francia,16
L002350,F0061,2026-05-20,174.2,Typica,Alemania,19
L002351,F0003,2026-08-21,166.1,Catimor,Alemania,6
L002352,F0083,2025-06-17,177.5,Catimor,Alemania,14
L002353,F0114,2026-08-02,169.9,Bourbon,Alemania,15
L002354,F0106,2026-07-27,159.5,Catimor,Japon,5
L002355,F0018,2025-04-09,198.1,Typica,Japon,11
L002356,F0038,2025-05-05,150.8,Catimor,Alemania,18
L002357,F0073,2026-04-13,175.1,Geisha,Belgica,8
L002358,F0016,2025-07-14,99.9,Bourbon,Paises_Bajos,11
L002359,F0001,2025-06-06,154.9,Bourbon,Paises_Bajos,19
L002360,F0093,2025-07-21,99.2,Caturra,Belgica,5
L002361,F0059,2026-06-14,335.2,Bourbon,Francia,4
L002362,F0030,2026-04-15,149.6,Caturra,Francia,7
L002363,F0062,2026-06-06,82.4,Caturra,Japon,17
L002364,F0087,2025-06-20,91.3,Bourbon,Belgica,13
L002365,F0102,2025-04-26,104.3,Caturra,Alemania,6
L002366,F0077,2025-06-09,168.3,Typica,Alemania,13
L002367,F0109,2025-06-28,142.4,Bourbon,Alemania,17
L002368,F0063,2025-04-11,187.6,Catimor,Japon,20
L002369,F0034,2026-07-21,106.8,Caturra,Estados_Unidos,13
L002370,F0033,2025-07-28,79.6,Bourbon,Japon,4
L002371,F0018,2026-05-26,48.6,Caturra,Alemania,5
L002372,F0090,2026-04-20,174.4,Typica,Francia,18
L002373,F0026,2026-07-05,158.2,Typica,Estados_Unidos,5
L002374,F0098,2025-09-29,141.1,Catimor,Alemania,17
L002375,F0083,2026-06-29,195.4,Caturra,Alemania,12
L002376,F0024,2025-07-08,58.6,Geisha,Belgica,20
L002377,F0013,2026-07-17,203.4,Geisha,Belgica,7
L002378,F0101,2026-06-04,82.6,Catimor,Francia,10
L002379,F0024,2026-01-20,134.7,Catimor,Estados_Unidos,11
L002380,F0084,2025-07-20,34.9,Typica,Francia,17
L002381,F0080,2026-06-28,306.7,Typica,Belgica,17
L002382,F0069,2025-08-29,102.3,Bourbon,Estados_Unidos,20
L002383,F0113,2025-05-15,161.6,Bourbon,Belgica,5
L002384,F0003,2025-12-12,73.5,Caturra,Nacional,8
L002385,F0019,2026-05-09,170.0,Caturra,Estados_Unidos,10
L002386,F0071,2026-07-08,207.9,Geisha,Alemania,14
L002387,F0075,2025-09-27,140.3,Catimor,Alemania,10
L002388,F0084,2025-12-25,191.6,Catimor,Belgica,15
L002389,F0066,2025-04-17,194.3,Caturra,Alemania,4
L002390,F0051,2026-05-26,108.8,Typica,Nacional,17
L002391,F0006,2026-02-27,252.9,Typica,Paises_Bajos,15
L002392,F0033,2025-05-12,104.0,Catimor,Estados_Unidos,20
L002393,F0008,2026-04-10,95.8,Typica,Alemania,12
L002394,F0072,2026-05-25,217.5,Bourbon,Alemania,13
L002395,F0111,2025-09-28,111.9,Catimor,Francia,9
L002396,F0086,2025-06-01,308.4,Caturra,Francia,9
L002397,F0017,2026-08-08,90.3,Caturra,Belgica,18
L002398,F0034,2026-04-09,54.1,Typica,Francia,19
L002399,F0107,2026-04-14,195.1,Typica,Paises_Bajos,6
L002400,F0086,2025-05-21,119.2,Bourbon,Nacional,17
L002401,F0108,2025-05-13,191.7,Typica,Paises_Bajos,18
L002402,F0028,2026-08-20,53.3,Caturra,Estados_Unidos,19
L002403,F0008,2026-08-09,121.0,Typica,Belgica,14
L002404,F0040,2025-09-06,118.3,Catimor,Paises_Bajos,12
L002405,F0024,2025-05-08,231.8,Caturra,Francia,12
L002406,F0098,2026-08-05,150.5,Catimor,Francia,15
L002407,F0059,2026-03-20,54.9,Catimor,Alemania,19
L002408,F0051,2025-09-29,74.3,Catimor,Alemania,20
L002409,F0104,2025-05-21,104.9,Caturra,Belgica,8
L002410,F0045,2026-06-08,179.5,Caturra,Japon,13
L002411,F0031,2025-06-23,155.8,Caturra,Estados_Unidos,8
L002412,F0013,2026-07-26,132.9,Bourbon,Paises_Bajos,20
L002413,F0091,2025-04-22,301.1,Catimor,Francia,14
L002414,F0099,2025-06-13,151.5,Typica,Alemania,12
L002415,F0098,2025-09-17,191.9,Catimor,Estados_Unidos,17
L002416,F0055,2026-06-15,116.0,Catimor,Alemania,12
L002417,F0001,2026-06-12,208.4,Catimor,Paises_Bajos,19
L002418,F0002,2026-04-28,158.3,Caturra,Belgica,11
L002419,F0010,2026-06-29,217.2,Caturra,Estados_Unidos,15
L002420,F0108,2025-02-19,39.1,Bourbon,Paises_Bajos,8
L002421,F0093,2026-03-28,130.7,Typica,Estados_Unidos,12
L002422,F0102,2025-09-09,128.8,Catimor,Alemania,4
L002423,F0106,2026-08-24,78.2,Typica,Belgica,15
L002424,F0102,2025-07-17,120.5,Typica,Estados_Unidos,16
L002425,F0018,2026-06-20,46.2,Catimor,Nacional,19
L002426,F0034,2025-07-20,115.0,Bourbon,Francia,17
L002427,F0119,2026-04-09,237.5,Typica,Alemania,8
L002428,F0014,2025-04-17,106.8,Catimor,Japon,16
L002429,F0044,2025-05-22,125.9,Caturra,Paises_Bajos,17
L002430,F0010,2025-01-20,190.3,Bourbon,Belgica,16
L002431,F0093,2025-09-01,162.0,Caturra,Belgica,10
L002432,F0093,2026-04-28,106.5,Catimor,Estados_Unidos,13
L002433,F0091,2025-09-08,151.1,Typica,Paises_Bajos,13
L002434,F0102,2026-05-21,106.4,Caturra,Alemania,12
L002435,F0083,2026-07-30,106.2,Typica,Alemania,14
L002436,F0082,2026-05-31,162.0,Caturra,Japon,12
L002437,F0026,2025-09-14,164.7,Bourbon,Estados_Unidos,12
L002438,F0107,2026-05-16,136.1,Catimor,Francia,9
L002439,F0119,2026-07-17,153.7,Bourbon,Belgica,20
L002440,F0080,2026-06-16,166.2,Caturra,Estados_Unidos,13
L002441,F0098,2026-08-07,242.1,Geisha,Paises_Bajos,13
L002442,F0074,2025-09-13,137.8,Caturra,Alemania,13
L002443,F0028,2025-07-26,286.1,Caturra,Estados_Unidos,19
L002444,F0021,2025-06-14,163.3,Bourbon,Belgica,14
L002445,F0030,2025-04-22,110.3,Caturra,Estados_Unidos,5
L002446,F0102,2026-05-18,60.8,Geisha,Belgica,17
L002447,F0013,2026-07-19,91.7,Catimor,Alemania,7
L002448,F0087,2026-07-24,249.5,Catimor,Nacional,14
L002449,F0043,2025-01-17,108.9,Typica,Alemania,16
L002450,F0070,2025-01-20,142.0,Bourbon,Estados_Unidos,9
L002451,F0026,2026-08-27,92.9,Bourbon,Estados_Unidos,17
L002452,F0107,2025-06-28,99.1,Bourbon,Estados_Unidos,19
L002453,F0053,2025-09-20,58.2,Typica,Paises_Bajos,15
L002454,F0038,2025-08-24,161.3,Catimor,Alemania,18
L002455,F0074,2026-04-27,96.6,Caturra,Alemania,13
L002456,F0080,2026-06-22,126.0,Caturra,Alemania,9
L002457,F0013,2026-04-12,182.7,Caturra,Nacional,7
L002458,F0012,2025-02-27,153.8,Bourbon,Alemania,19
L002459,F0027,2025-07-11,195.4,Geisha,Nacional,12
L002460,F0049,2026-07-08,62.5,Catimor,Alemania,17
L002461,F0022,2026-04-25,220.4,Geisha,Paises_Bajos,12
L002462,F0012,2025-06-19,79.5,Geisha,Alemania,8
L002463,F0063,2026-05-04,142.6,Catimor,Francia,14
L002464,F0008,2026-03-03,122.8,Caturra,Nacional,13
L002465,F0062,2026-07-16,134.3,Caturra,Alemania,16
L002466,F0062,2026-04-26,239.2,Typica,Belgica,12
L002467,F0109,2026-05-18,129.6,Typica,Japon,17
L002468,F0022,2026-07-09,98.3,Typica,Francia,12
L002469,F0001,2025-12-07,284.1,Catimor,Estados_Unidos,4
L002470,F0112,2026-05-04,217.5,Catimor,Belgica,19
L002471,F0116,2025-09-28,139.7,Caturra,Francia,6
L002472,F0018,2026-01-15,175.6,Caturra,Estados_Unidos,12
L002473,F0030,2025-09-03,31.5,Caturra,Belgica,7
L002474,F0062,2026-08-23,91.6,Caturra,Japon,8
L002475,F0053,2025-04-20,107.2,Geisha,Belgica,10
L002476,F0098,2025-04-18,95.5,Caturra,Francia,9
L002477,F0054,2026-06-18,117.7,Typica,Estados_Unidos,10
L002478,F0070,2026-08-11,69.9,Catimor,Estados_Unidos,6
L002479,F0071,2026-01-08,106.8,Typica,Belgica,17
L002480,F0091,2025-04-30,66.8,Geisha,Estados_Unidos,6
L002481,F0004,2026-06-23,84.1,Catimor,Japon,19
L002482,F0088,2025-07-21,114.6,Bourbon,Alemania,4
L002483,F0055,2025-04-20,145.8,Caturra,Paises_Bajos,6
L002484,F0106,2025-02-28,309.4,Caturra,Francia,8
L002485,F0046,2025-05-28,118.2,Typica,Belgica,9
L002486,F0112,2026-04-22,104.4,Bourbon,Belgica,5
L002487,F0056,2025-04-08,106.0,Catimor,Alemania,5
L002488,F0053,2025-07-07,161.1,Catimor,Belgica,14
L002489,F0112,2025-06-30,139.9,Typica,Nacional,17
L002490,F0089,2025-08-21,148.3,Typica,Belgica,13
L002491,F0014,2025-07-25,88.5,Catimor,Belgica,16
L002492,F0049,2025-04-21,113.1,Bourbon,Francia,12
L002493,F0093,2026-07-05,225.4,Caturra,Nacional,10
L002494,F0063,2025-08-10,85.7,Bourbon,Nacional,5
L002495,F0071,2025-04-09,323.3,Catimor,Paises_Bajos,13
L002496,F0056,2025-08-28,108.7,Caturra,Nacional,16
L002497,F0109,2026-05-26,170.3,Bourbon,Alemania,14
L002498,F0033,2025-09-30,177.8,Caturra,Paises_Bajos,6
L002499,F0104,2026-06-17,92.2,Catimor,Japon,6
L002500,F0101,2025-10-13,150.4,Bourbon,Alemania,15
L002501,F0094,2025-01-30,145.6,Caturra,Estados_Unidos,10
L002502,F0021,2025-05-29,82.6,Catimor,Paises_Bajos,7
L002503,F0028,2026-04-05,224.5,Catimor,Nacional,11
L002504,F0045,2025-03-06,174.4,Bourbon,Estados_Unidos,14
L002505,F0024,2026-08-23,174.2,Catimor,Francia,9
L002506,F0068,2025-08-18,59.3,Bourbon,Francia,19
L002507,F0042,2026-05-16,138.4,Caturra,Francia,20
L002508,F0105,2025-08-01,201.9,Typica,Alemania,9
L002509,F0120,2025-09-16,142.6,Catimor,Estados_Unidos,9
L002510,F0069,2025-09-30,217.2,Caturra,Francia,16
L002511,F0055,2025-06-19,166.3,Caturra,Paises_Bajos,18
L002512,F0017,2025-05-23,168.4,Catimor,Estados_Unidos,10
L002513,F0077,2026-04-11,200.8,Bourbon,Estados_Unidos,8
L002514,F0045,2026-06-15,218.6,Caturra,Nacional,12
L002515,F0050,2026-06-29,95.9,Caturra,Estados_Unidos,14
