lote_id,excede_umbral_carbendazim,excede_umbral_cipermetrina,excede_umbral_clorpirifos,excede_umbral_glifosato,is_detectado_carbendazim,is_detectado_cipermetrina,is_detectado_clorpirifos,is_detectado_glifosato,ppm_detectado_carbendazim,ppm_detectado_clorpirifos,ppm_detectado_glifosato,n_kits_excedidos,n_kits_detectados,lote_contaminado
L002038,0,0,0,0,0,0,0,0,0.00663,0.00223,0.00428,0,0,0
L002039,0,1,0,1,0,1,0,1,0.0,0.00135,0.17361,2,2,1
L002040,0,0,0,0,0,0,0,0,0.00122,0.0,0.0,0,0,0
L002041,0,1,0,1,0,1,1,1,0.0,0.0427,0.14906,2,3,1
L002042,0,0,1,0,0,0,1,0,0.0,0.0503,0.00237,1,1,1
L002043,0,0,0,0,1,0,0,0,0.01543,0.0,0.00517,0,1,0
L002044,0,0,0,0,0,0,0,0,0.0,0.0,0.00337,0,0,0
L002045,0,0,0,0,0,0,0,0,0.0,0.0007,0.0,0,0,0
L002046,0,0,0,0,0,0,0,0,0.0,0.0,0.0036,0,0,0
L002047,0,0,0,0,0,0,0,1,0.0,0.0,0.02323,0,1,0
L002048,0,0,0,0,0,0,0,0,0.00275,0.00289,0.0,0,0,0
L002049,0,1,0,0,0,1,1,1,0.0,0.02216,0.03677,1,3,1
L002050,0,1,0,1,0,1,0,1,0.00496,0.00366,0.11344,2,2,1
L002051,0,0,0,0,0,0,0,0,0.00228,0.0036,0.0,0,0,0
L002052,0,0,0,0,0,0,0,0,0.00542,0.0,0.0,0,0,0
L002053,0,0,0,0,0,0,0,0,0.00875,0.0,0.00286,0,0,0
L002054,0,0,0,0,0,0,0,0,0.00046,0.0011,0.0,0,0,0
L002055,0,0,0,0,0,0,0,0,0.00651,0.00026,0.00449,0,0,0
L002056,0,0,0,0,0,0,0,0,0.0,0.0,0.00083,0,0,0
L002057,0,0,0,0,0,0,0,0,0.00324,0.0,0.00204,0,0,0
L002058,0,0,0,0,0,0,0,0,0.00916,0.0,0.0,0,0,0
L002059,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002060,0,0,0,0,0,0,0,0,0.00038,0.0,0.0,0,0,0
L002061,0,0,1,1,0,0,1,1,0.0079,0.07195,0.13897,2,2,1
L002062,0,0,0,0,1,0,0,0,0.01194,0.00305,0.00125,0,1,0
L002063,0,0,1,0,0,0,1,0,0.0,0.14406,0.0,1,1,1
L002064,0,0,0,0,0,0,0,0,0.0,0.0,0.00224,0,0,0
L002065,0,0,0,0,0,0,0,0,0.0,0.00153,0.00556,0,0,0
L002066,0,0,0,0,0,0,0,0,0.0021,0.00019,0.0001,0,0,0
L002067,0,1,0,1,0,1,0,1,0.00342,0.00345,0.19937,2,2,1
L002068,0,1,0,0,1,1,0,1,0.05729,0.0,0.04861,1,3,1
L002069,0,0,1,0,0,0,1,1,0.0,0.05939,0.0411,1,2,1
L002070,0,0,0,0,0,0,0,0,0.0,0.00016,0.0023,0,0,0
L002071,0,0,0,0,0,0,0,1,0.0001,0.0,0.034,0,1,0
L002072,0,0,0,0,0,0,1,0,0.0,0.01354,0.0,0,1,0
L002073,0,1,0,0,1,1,0,1,0.04108,0.00147,0.06586,1,3,1
L002074,0,0,0,0,0,0,0,0,0.0,0.00039,0.00189,0,0,0
L002075,0,0,0,0,0,0,1,0,0.00393,0.02825,0.0,0,1,0
L002076,0,0,0,0,0,0,0,1,0.0,0.0,0.04594,0,1,0
L002077,0,0,0,0,0,0,0,1,0.0,0.0,0.02394,0,1,0
L002078,0,0,1,0,0,0,1,0,0.0,0.06823,0.00467,1,1,1
L002079,0,0,0,0,1,0,1,1,0.02372,0.02634,0.04105,0,3,0
L002080,0,0,0,0,1,0,0,1,0.01464,0.00065,0.03936,0,2,0
L002081,0,0,0,0,0,0,0,0,0.0,0.0,0.00524,0,0,0
L002082,0,0,0,0,0,0,0,1,0.00227,0.0,0.01761,0,1,0
L002083,0,0,1,0,1,0,1,1,0.06314,0.12008,0.01771,1,3,1
L002084,0,0,0,0,1,0,0,1,0.03699,0.0,0.05137,0,2,0
L002085,0,0,0,0,0,0,0,0,0.0,0.00016,0.0,0,0,0
L002086,0,0,0,0,1,0,0,0,0.01258,0.0,0.00254,0,1,0
L002087,0,0,0,0,0,0,1,0,0.00917,0.01521,0.0,0,1,0
L002088,0,0,0,0,0,0,0,0,0.00346,0.0,0.0,0,0,0
L002089,0,0,0,0,0,0,0,0,0.00097,0.00029,0.00183,0,0,0
L002090,0,0,1,0,1,0,1,0,0.0244,0.06033,0.0,1,2,1
L002091,0,0,0,0,1,0,1,0,0.02068,0.01255,0.0,0,2,0
L002092,0,0,0,0,0,0,0,1,0.00778,0.00066,0.09548,0,1,0
L002093,0,1,0,0,0,1,1,1,0.0,0.03611,0.05054,1,3,1
L002094,0,0,0,0,0,0,0,0,0.0,0.0,0.00179,0,0,0
L002095,0,0,0,0,0,0,1,1,0.0,0.01061,0.05652,0,2,0
L002096,0,0,0,0,1,0,0,0,0.01764,0.0,0.0,0,1,0
L002097,0,0,0,0,0,0,0,0,0.0,0.00045,0.0,0,0,0
L002098,0,1,0,0,0,1,0,0,0.00995,0.0,0.0,1,1,1
L002099,0,0,0,0,0,0,0,0,0.00581,0.0,0.00288,0,0,0
L002100,0,1,0,0,1,1,1,1,0.04137,0.01207,0.05383,1,4,1
L002101,0,0,0,0,0,0,1,0,0.0,0.00524,0.0,0,1,0
L002102,0,0,1,0,0,0,1,1,0.00191,0.1422,0.03867,1,2,1
L002103,0,0,0,0,0,0,0,0,0.0,0.00241,0.0,0,0,0
L002104,0,0,0,0,0,0,0,0,0.00265,0.0,0.00405,0,0,0
L002105,0,0,0,0,0,0,0,0,0.0,0.00024,0.0,0,0,0
L002106,0,0,0,0,0,0,1,0,0.00049,0.02082,0.0,0,1,0
L002107,0,1,0,1,0,1,1,1,0.0,0.00727,0.11474,2,3,1
L002108,0,0,0,0,0,0,0,0,0.00785,0.00116,0.00394,0,0,0
L002109,0,0,0,0,1,0,0,1,0.02413,0.0,0.04093,0,2,0
L002110,0,0,0,0,0,0,0,0,0.0,0.0,0.00145,0,0,0
L002111,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002112,0,0,0,0,1,0,0,1,0.06191,0.00111,0.08642,0,2,0
L002113,0,0,0,0,0,0,0,0,0.0,0.0,0.00781,0,0,0
L002114,0,0,0,0,1,0,1,1,0.02098,0.02833,0.03308,0,3,0
L002115,0,0,0,0,0,0,1,0,0.00549,0.04118,0.003,0,1,0
L002116,0,0,0,0,0,0,0,0,0.0,0.00315,0.00097,0,0,0
L002117,0,1,0,0,1,1,1,1,0.01941,0.01243,0.01638,1,4,1
L002118,0,0,0,0,0,0,0,0,0.00281,0.00359,0.00836,0,0,0
L002119,0,0,1,0,0,0,1,1,0.0,0.06249,0.03814,1,2,1
L002120,0,0,0,0,0,0,1,0,0.00229,0.0162,0.0,0,1,0
L002121,0,0,0,0,1,0,1,0,0.0123,0.04242,0.0,0,2,0
L002122,0,0,0,0,1,0,0,1,0.03149,0.0026,0.0277,0,2,0
L002123,0,0,0,0,1,0,0,1,0.02053,0.00171,0.08515,0,2,0
L002124,0,0,0,1,0,0,0,1,0.0033,0.0041,0.2692,1,1,1
L002125,0,1,0,0,0,1,0,0,0.00024,0.0009,0.00718,1,1,1
L002126,0,1,0,0,1,1,0,1,0.02667,0.00445,0.02389,1,3,1
L002127,0,0,0,0,0,0,1,1,0.006,0.01138,0.06229,0,2,0
L002128,0,0,0,0,0,0,0,0,0.00134,0.0,0.0,0,0,0
L002129,0,0,0,0,0,0,0,0,0.00091,0.0,0.00546,0,0,0
L002130,0,0,0,0,0,0,0,0,0.00043,0.00094,0.0,0,0,0
L002131,0,0,0,0,0,0,1,1,0.0,0.01523,0.03841,0,2,0
L002132,0,0,0,0,1,0,0,0,0.02274,0.0,0.0,0,1,0
L002133,0,0,0,0,0,0,1,0,0.00544,0.02428,0.0,0,1,0
L002134,0,0,0,0,0,0,0,0,0.0,0.0,0.00618,0,0,0
L002135,0,0,0,0,0,0,0,1,0.0,0.00095,0.01509,0,1,0
L002136,0,0,0,1,0,0,0,1,0.0,0.0,0.11144,1,1,1
L002137,0,0,0,0,0,0,0,1,0.00521,0.0,0.0396,0,1,0
L002138,0,0,0,0,0,0,0,0,0.0026,0.0,0.0,0,0,0
L002139,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002140,0,0,0,0,0,0,0,0,0.00546,0.00187,0.00247,0,0,0
L002141,0,0,0,0,0,0,1,1,0.0,0.00875,0.01227,0,2,0
L002142,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002143,0,0,0,0,1,0,1,0,0.07504,0.04235,0.0,0,2,0
L002144,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002145,0,0,0,0,1,0,0,1,0.02057,0.0,0.0146,0,2,0
L002146,0,0,0,0,0,0,0,0,0.00194,0.0,0.0,0,0,0
L002147,0,0,0,0,0,0,0,0,0.00384,0.00166,0.00864,0,0,0
L002148,0,0,0,1,0,0,0,1,0.00813,0.00156,0.15832,1,1,1
L002149,0,0,0,0,0,0,1,1,0.0,0.04095,0.04485,0,2,0
L002150,0,0,0,0,0,0,0,0,0.0,0.0,0.00041,0,0,0
L002151,0,0,0,0,0,0,0,0,0.0,0.0,0.00594,0,0,0
L002152,0,0,1,0,0,0,1,1,0.0,0.14548,0.01396,1,2,1
L002153,0,0,0,0,0,0,0,0,0.00578,0.00013,0.00426,0,0,0
L002154,0,0,0,0,0,0,0,0,0.00277,0.00155,0.00475,0,0,0
L002155,0,0,1,0,0,0,1,0,0.00401,0.07298,0.00374,1,1,1
L002156,0,0,0,0,1,0,0,0,0.01439,0.00494,0.00258,0,1,0
L002157,0,0,0,0,0,0,1,0,0.00049,0.02075,0.0,0,1,0
L002158,0,0,1,0,1,0,1,0,0.04192,0.07475,0.00257,1,2,1
L002159,0,0,0,0,0,0,1,0,0.0,0.01637,0.00393,0,1,0
L002160,0,0,0,0,0,0,0,0,0.0,0.00181,0.0,0,0,0
L002161,0,1,0,0,1,1,1,1,0.03615,0.0223,0.06535,1,4,1
L002162,0,0,0,0,1,0,0,1,0.03142,0.00055,0.01089,0,2,0
L002163,0,0,0,0,0,0,0,0,0.0,0.0,0.00036,0,0,0
L002164,0,0,0,0,0,0,0,0,0.00719,0.0,0.0085,0,0,0
L002165,0,0,0,0,0,0,0,0,0.00234,0.00152,0.0,0,0,0
L002166,0,0,0,0,0,0,0,0,0.00557,0.0,0.00472,0,0,0
L002167,0,0,0,0,0,0,0,0,0.0,0.00212,0.00266,0,0,0
L002168,0,0,0,0,0,0,0,0,0.0,0.00027,0.0,0,0,0
L002169,0,0,0,0,0,0,0,0,0.0,0.00335,0.00093,0,0,0
L002170,0,1,0,0,0,1,0,0,0.00069,0.0,0.0,1,1,1
L002171,0,0,0,0,1,0,0,0,0.05332,0.00324,0.0,0,1,0
L002172,0,0,0,0,0,0,0,0,0.00932,0.0,0.0,0,0,0
L002173,0,1,1,0,0,1,1,0,0.00377,0.05351,0.0,2,2,1
L002174,0,0,0,0,0,0,0,0,0.0,8e-05,0.0,0,0,0
L002175,0,0,0,0,1,0,0,1,0.01961,0.00301,0.03357,0,2,0
L002176,0,0,0,0,0,0,1,1,0.00262,0.00705,0.03027,0,2,0
L002177,0,0,0,0,0,0,0,0,0.0,0.00031,0.00945,0,0,0
L002178,0,0,0,0,0,0,0,0,0.0,6e-05,0.0,0,0,0
L002179,0,1,0,0,1,1,1,1,0.08487,0.00819,0.01323,1,4,1
L002180,0,0,0,0,0,0,0,1,0.00693,0.0,0.02825,0,1,0
L002181,0,0,0,0,0,0,0,0,0.0,0.00045,0.0,0,0,0
L002182,0,0,0,1,1,0,0,1,0.01278,0.00297,0.33901,1,2,1
L002183,0,0,1,1,0,0,1,1,0.00457,0.05329,0.13723,2,2,1
L002184,0,0,0,0,0,0,0,0,0.0,0.00144,0.0,0,0,0
L002185,0,0,0,1,1,0,0,1,0.0567,0.00153,0.44124,1,2,1
L002186,0,0,0,0,1,0,0,0,0.03605,0.00175,0.0,0,1,0
L002187,0,1,0,0,1,1,1,0,0.02153,0.04447,0.0,1,3,1
L002188,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002189,1,0,0,1,1,0,0,1,0.28766,0.00033,0.76857,2,2,1
L002190,0,1,0,0,0,1,1,0,0.0,0.03873,0.00026,1,2,1
L002191,0,0,0,0,0,0,0,0,0.00461,0.0,0.0,0,0,0
L002192,0,0,0,0,0,0,1,1,0.00019,0.00992,0.02649,0,2,0
L002193,0,0,0,0,0,0,0,0,0.00403,0.0,0.0,0,0,0
L002194,0,0,0,0,1,0,1,1,0.01019,0.0433,0.05216,0,3,0
L002195,0,0,0,0,0,0,0,0,0.00545,0.00041,0.00581,0,0,0
L002196,0,0,0,0,1,0,0,0,0.03457,0.00194,0.0,0,1,0
L002197,0,0,0,0,0,0,0,0,0.0,0.00317,0.00614,0,0,0
L002198,0,0,0,0,1,0,1,1,0.04479,0.02621,0.04008,0,3,0
L002199,0,0,0,0,1,0,0,0,0.01774,0.00052,0.00588,0,1,0
L002200,0,0,0,0,0,0,0,0,0.0,0.00104,0.0,0,0,0
L002201,0,0,0,0,0,0,0,0,0.00048,0.00068,0.00126,0,0,0
L002202,0,0,0,0,0,0,0,0,0.0,0.0,0.00938,0,0,0
L002203,0,0,0,0,1,0,1,1,0.01118,0.03621,0.03359,0,3,0
L002204,0,0,0,0,0,0,0,0,0.0,0.00131,0.0,0,0,0
L002205,0,0,0,0,0,0,0,1,0.0024,0.0,0.01536,0,1,0
L002206,0,0,0,0,0,0,1,0,0.0,0.02848,0.00095,0,1,0
L002207,0,0,0,0,0,0,0,1,0.0052,0.0,0.04384,0,1,0
L002208,0,0,0,0,0,0,0,0,0.0,0.0,0.00053,0,0,0
L002209,0,1,1,0,0,1,1,1,0.00077,0.07262,0.078,2,3,1
L002210,0,0,0,0,0,0,0,1,0.0,0.0,0.03227,0,1,0
L002211,0,0,0,0,1,0,1,1,0.01316,0.02652,0.02613,0,3,0
L002212,0,0,0,0,0,0,0,0,0.00015,0.0,0.0,0,0,0
L002213,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002214,0,0,1,1,0,0,1,1,0.0,0.08376,0.10458,2,2,1
L002215,0,1,0,0,0,1,0,0,0.0,0.00204,0.0,1,1,1
L002216,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002217,0,0,0,0,1,0,0,1,0.01034,0.0035,0.026,0,2,0
L002218,0,1,0,0,1,1,1,0,0.02094,0.0492,0.00725,1,3,1
L002219,0,0,0,0,0,0,0,0,0.00934,0.0,0.00376,0,0,0
L002220,0,0,1,0,0,0,1,0,0.0,0.05195,0.00392,1,1,1
L002221,0,0,0,0,0,0,0,0,0.00512,0.00108,0.00441,0,0,0
L002222,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002223,0,0,0,0,0,0,1,1,0.0,0.01018,0.03012,0,2,0
L002224,0,0,0,0,0,0,0,0,0.0,0.0,0.00868,0,0,0
L002225,0,0,0,0,1,0,1,0,0.0265,0.04089,0.00467,0,2,0
L002226,0,0,0,0,0,0,1,1,0.0,0.02474,0.03316,0,2,0
L002227,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002228,0,0,0,0,0,0,0,0,0.00369,0.0,0.00516,0,0,0
L002229,0,0,0,0,0,0,0,0,0.00269,0.00299,0.0,0,0,0
L002230,0,0,0,0,0,0,1,1,0.00592,0.02773,0.02002,0,2,0
L002231,0,0,0,0,1,0,0,0,0.06034,0.00107,0.00562,0,1,0
L002232,0,0,0,0,1,0,1,1,0.04259,0.04392,0.02254,0,3,0
L002233,0,0,0,0,0,0,0,0,0.00111,0.0,0.00714,0,0,0
L002234,0,0,0,0,0,0,0,0,0.00224,0.0018,0.0053,0,0,0
L002235,0,0,0,0,1,0,0,0,0.02935,0.0,0.00473,0,1,0
L002236,0,0,0,0,0,0,0,0,0.00101,0.0,0.0,0,0,0
L002237,0,0,0,0,0,0,0,1,0.00186,0.00498,0.03682,0,1,0
L002238,0,0,0,0,1,0,1,1,0.01699,0.03623,0.03668,0,3,0
L002239,0,0,0,0,1,0,1,1,0.01227,0.02466,0.09675,0,3,0
L002240,0,1,1,0,1,1,1,1,0.01053,0.23552,0.06359,2,4,1
L002241,0,0,0,0,0,0,0,0,0.00512,0.0,0.00244,0,0,0
L002242,0,0,0,0,0,0,0,0,0.00291,1e-05,0.0,0,0,0
L002243,0,0,0,0,1,0,0,0,0.04867,0.0029,0.0,0,1,0
L002244,0,0,0,0,1,0,0,0,0.05,0.0,0.00479,0,1,0
L002245,0,0,0,0,0,0,0,0,0.00031,0.00313,0.0,0,0,0
L002246,0,0,0,0,0,0,0,0,0.00065,0.0,0.0013,0,0,0
L002247,0,0,0,0,1,0,0,0,0.01502,6e-05,0.00279,0,1,0
L002248,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002249,0,0,0,0,0,0,1,0,0.0,0.02143,0.00263,0,1,0
L002250,0,1,0,0,0,1,0,1,0.0,0.00067,0.04767,1,2,1
L002251,0,0,0,0,0,0,0,0,0.0,0.00394,0.0,0,0,0
L002252,0,0,0,0,0,0,0,0,0.0,0.00052,0.0,0,0,0
L002253,0,0,0,0,0,0,0,0,0.00061,0.00196,0.0,0,0,0
L002254,0,0,0,0,0,0,1,0,0.00345,0.01051,0.0,0,1,0
L002255,0,0,1,1,0,0,1,1,0.00225,0.07338,0.16108,2,2,1
L002256,0,0,0,0,0,0,1,0,0.0,0.00957,0.0,0,1,0
L002257,0,0,0,0,0,0,0,0,0.00104,0.0,0.00243,0,0,0
L002258,0,0,0,0,1,0,0,1,0.08998,0.0003,0.06616,0,2,0
L002259,0,0,0,0,0,0,0,1,0.00154,0.0,0.03078,0,1,0
L002260,0,0,0,0,0,0,0,0,0.00864,0.00093,0.00067,0,0,0
L002261,0,0,0,0,0,0,0,0,0.0,0.00246,0.00398,0,0,0
L002262,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002263,0,1,0,0,0,1,1,0,0.00466,0.04776,0.00145,1,2,1
L002264,0,1,0,0,1,1,1,0,0.01645,0.02614,0.0075,1,3,1
L002265,0,0,0,0,0,0,1,0,0.0,0.04154,0.00581,0,1,0
L002266,0,1,0,1,0,1,0,1,0.0,0.0,0.47589,2,2,1
L002267,0,0,0,0,0,0,0,1,0.0,0.00328,0.02314,0,1,0
L002268,0,1,0,0,0,1,1,1,0.0,0.01041,0.0364,1,3,1
L002269,0,0,1,1,0,0,1,1,0.0,0.26099,0.50067,2,2,1
L002270,0,0,0,0,1,0,1,1,0.01508,0.00923,0.05641,0,3,0
L002271,0,0,0,0,0,0,0,0,0.00193,0.0003,0.00248,0,0,0
L002272,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002273,0,0,0,0,0,0,0,0,0.00422,0.0,0.0,0,0,0
L002274,0,0,0,0,0,0,0,0,0.00221,0.00111,0.0,0,0,0
L002275,0,0,0,0,1,0,1,0,0.02149,0.02517,0.00858,0,2,0
L002276,0,0,0,0,0,0,0,1,0.00781,0.00177,0.02799,0,1,0
L002277,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002278,0,1,1,1,0,1,1,1,0.0,0.07776,0.28871,3,3,1
L002279,0,0,0,0,1,0,0,1,0.01209,0.00254,0.06009,0,2,0
L002280,0,0,0,0,0,0,0,0,0.0,0.0,0.00188,0,0,0
L002281,0,0,0,0,0,0,0,0,0.0,0.0,0.00563,0,0,0
L002282,0,0,0,0,0,0,0,0,0.00387,0.0,0.00153,0,0,0
L002283,0,0,0,0,0,0,0,0,0.0,0.0,0.00423,0,0,0
L002284,0,0,1,0,1,0,1,1,0.02814,0.0688,0.02241,1,3,1
L002285,0,0,0,0,0,0,0,0,0.00358,0.00403,0.00596,0,0,0
L002286,0,0,0,0,0,0,0,1,0.0,0.0,0.02545,0,1,0
L002287,0,0,0,0,0,0,0,0,0.00062,0.00238,0.00023,0,0,0
L002288,0,0,0,0,0,0,1,1,0.0,0.02014,0.09048,0,2,0
L002289,0,0,0,0,0,0,0,0,0.0,0.00038,0.0,0,0,0
L002290,0,1,0,0,1,1,0,0,0.01867,0.0,0.00432,1,2,1
L002291,0,0,0,0,1,0,0,0,0.0457,0.0,0.00499,0,1,0
L002292,0,0,0,0,1,0,0,0,0.05988,0.0,0.0,0,1,0
L002293,0,1,1,1,0,1,1,1,0.0,0.06449,0.51336,3,3,1
L002294,0,0,0,0,0,0,1,1,0.0,0.03873,0.09384,0,2,0
L002295,0,0,1,1,1,0,1,1,0.02675,0.1217,0.17389,2,3,1
L002296,0,0,0,0,0,0,0,0,0.00187,0.0,0.0,0,0,0
L002297,0,0,1,0,1,0,1,0,0.03386,0.06094,0.00609,1,2,1
L002298,0,0,0,0,1,0,1,1,0.04726,0.01049,0.01287,0,3,0
L002299,0,0,0,0,1,0,0,1,0.05946,0.00161,0.01038,0,2,0
L002300,0,0,0,0,0,0,1,1,0.00126,0.02055,0.01101,0,2,0
L002301,0,0,0,0,0,0,0,0,0.0,0.0,0.00235,0,0,0
L002302,0,0,0,0,1,0,1,0,0.03272,0.03055,0.00415,0,2,0
L002303,0,0,0,0,0,0,0,0,0.0,0.0,0.00765,0,0,0
L002304,0,0,0,1,0,0,1,1,0.00064,0.03152,0.10122,1,2,1
L002305,0,0,0,0,0,0,1,1,0.00427,0.00931,0.02232,0,2,0
L002306,0,0,0,0,0,0,0,1,0.0,0.00228,0.0161,0,1,0
L002307,0,0,0,0,0,0,0,0,0.0074,0.00155,0.00074,0,0,0
L002308,0,1,0,1,0,1,0,1,0.0,0.0,0.24728,2,2,1
L002309,0,0,0,0,1,0,0,0,0.01291,0.00101,0.0,0,1,0
L002310,0,0,1,0,0,0,1,1,0.0,0.07176,0.02189,1,2,1
L002311,0,0,1,0,1,0,1,1,0.03757,0.06728,0.02345,1,3,1
L002312,0,0,1,1,0,0,1,1,0.00037,0.40128,1.08296,2,2,1
L002313,0,0,0,0,0,0,0,0,0.0,0.00207,0.0,0,0,0
L002314,0,0,0,0,0,0,0,0,9e-05,0.00149,0.00313,0,0,0
L002315,0,0,0,0,0,0,0,0,0.0,0.00106,0.00374,0,0,0
L002316,0,0,0,0,0,0,0,0,0.00072,0.0,0.00496,0,0,0
L002317,0,0,0,0,0,0,0,0,0.0,0.00146,0.0,0,0,0
L002318,0,0,0,0,0,0,0,0,0.0,0.00264,0.00536,0,0,0
L002319,0,0,0,0,0,0,0,0,0.00275,0.00208,0.00066,0,0,0
L002320,0,0,0,0,1,0,0,1,0.02542,0.00396,0.01831,0,2,0
L002321,0,0,0,0,0,0,0,0,0.0,0.0,0.00266,0,0,0
L002322,0,1,1,0,0,1,1,1,0.00584,0.06657,0.05971,2,3,1
L002323,0,0,0,0,1,0,0,1,0.02801,0.0,0.02963,0,2,0
L002324,0,0,0,0,0,0,1,1,0.00309,0.01766,0.02405,0,2,0
L002325,0,0,0,0,1,0,1,0,0.02202,0.01415,0.00557,0,2,0
L002326,0,0,1,0,0,0,1,1,0.00223,0.08625,0.03748,1,2,1
L002327,0,0,0,0,0,0,0,0,0.0,0.00337,0.00346,0,0,0
L002328,0,0,0,0,0,0,0,0,0.00152,0.00183,0.0,0,0,0
L002329,0,0,0,0,1,0,1,1,0.07697,0.02992,0.03405,0,3,0
L002330,0,0,0,0,1,0,0,0,0.02665,0.0,0.00674,0,1,0
L002331,0,0,1,0,1,0,1,0,0.068,0.16544,0.0,1,2,1
L002332,0,0,0,0,1,0,0,1,0.02237,0.0,0.01999,0,2,0
L002333,0,0,0,0,0,0,0,0,0.00151,0.0,0.00231,0,0,0
L002334,1,0,0,1,1,0,0,1,0.13088,0.0,0.24115,2,2,1
L002335,1,0,0,1,1,0,0,1,0.13983,0.00052,0.10542,2,2,1
L002336,0,0,1,0,0,0,1,0,0.0,0.12896,0.00118,1,1,1
L002337,0,0,0,0,0,0,0,0,0.00482,0.0,0.00417,0,0,0
L002338,0,0,0,0,1,0,1,1,0.03677,0.04041,0.06456,0,3,0
L002339,0,0,0,0,0,0,0,0,0.0,0.00255,0.00238,0,0,0
L002340,0,0,0,0,0,0,1,0,0.0007,0.00728,0.0,0,1,0
L002341,0,0,0,0,1,0,0,0,0.02103,0.0,0.00244,0,1,0
L002342,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002343,0,1,1,1,0,1,1,1,0.00721,0.06922,0.38696,3,3,1
L002344,0,0,0,0,0,0,0,0,0.0,0.0,0.00257,0,0,0
L002345,0,0,0,0,0,0,0,0,0.0,0.00015,0.0,0,0,0
L002346,0,0,0,1,0,0,1,1,0.00627,0.0399,0.10325,1,2,1
L002347,0,0,0,0,1,0,1,0,0.02644,0.02535,0.00425,0,2,0
L002348,0,0,1,1,0,0,1,1,0.00385,0.08871,0.15991,2,2,1
L002349,0,0,1,0,0,0,1,0,0.00505,0.08523,0.0,1,1,1
L002350,0,1,0,0,0,1,1,1,0.00224,0.01511,0.03401,1,3,1
L002351,0,0,0,0,0,0,1,0,0.0,0.0287,0.0,0,1,0
L002352,0,0,0,0,1,0,0,1,0.03446,0.0,0.04043,0,2,0
L002353,0,0,0,0,0,0,0,1,0.0,0.0,0.01488,0,1,0
L002354,0,0,0,0,0,0,0,0,0.0,0.0,0.00414,0,0,0
L002355,0,1,0,0,0,1,1,1,0.00217,0.0331,0.01717,1,3,1
L002356,0,0,0,1,0,0,0,1,0.00219,0.00202,0.3455,1,1,1
L002357,0,0,0,0,0,0,0,1,0.00286,0.0,0.04343,0,1,0
L002358,0,0,0,0,0,0,0,0,0.00191,0.00117,0.0,0,0,0
L002359,0,0,0,0,0,0,0,0,0.00341,0.00035,0.00417,0,0,0
L002360,0,0,0,0,0,0,0,0,0.0029,0.00209,0.0,0,0,0
L002361,0,0,0,0,0,0,0,1,0.0,0.0,0.04571,0,1,0
L002362,0,0,0,0,0,0,0,0,0.0,0.0,0.00102,0,0,0
L002363,0,0,0,0,0,0,0,0,0.0,0.0008,0.0,0,0,0
L002364,0,1,0,0,1,1,1,1,0.03697,0.02609,0.02052,1,4,1
L002365,0,0,0,0,0,0,0,1,6e-05,0.001,0.01943,0,1,0
L002366,0,0,0,0,1,0,0,0,0.0162,0.0,0.0,0,1,0
L002367,0,0,0,0,0,0,0,0,0.00591,0.00261,0.00124,0,0,0
L002368,0,0,0,0,0,0,0,0,0.00312,0.0,0.0,0,0,0
L002369,0,0,0,0,0,0,0,1,0.01,0.00032,0.01078,0,1,0
L002370,0,0,0,0,1,0,0,1,0.01799,5e-05,0.07032,0,2,0
L002371,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0
L002372,0,0,1,0,0,0,1,1,0.0,0.0868,0.07783,1,2,1
L002373,0,0,0,0,0,0,0,1,0.0,0.0,0.06432,0,1,0
L002374,0,0,0,0,1,0,0,0,0.01212,0.00055,0.00339,0,1,0
L002375,0,0,0,0,0,0,0,1,0.0,0.00071,0.01748,0,1,0
L002376,0,0,0,0,0,0,0,0,0.0,0.00068,0.0,0,0,0
L002377,0,0,0,0,0,0,1,0,0.00462,0.00606,0.00727,0,1,0
L002378,0,1,1,0,1,1,1,1,0.02864,0.09107,0.06263,2,4,1
L002379,0,0,0,0,0,0,0,0,0.00359,0.00062,0.00279,0,0,0
L002380,0,0,1,0,0,0,1,1,0.00238,0.05146,0.02747,1,2,1
L002381,0,0,0,0,0,0,1,0,0.00014,0.01643,0.0,0,1,0
L002382,0,0,0,0,0,0,0,0,0.0064,0.0,0.00515,0,0,0
